"","Temps","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",28.3,71529.45,526458.525,33538.3,1135001.85,13141.8375,331989.875,24817.025,291084.6125,69008.15,65678.075,36197.55,286770.425,88264.45,289090.15,28148.5,22430.275,107083.9,413683.8375,256644.3,293918.4,311127.2
"2",30.1,87434.45,41275.625,31733.7,1155378.35,12274.3375,331350.675,25278.225,275289.5125,74362.75,68204.875,33088.95,292528.025,93880.05,301439.65,28108.5,25679.475,115111.5,412646.0375,264846.7,309381.6,314776
"3",31.8,85629.65,33935.025,30961.6,1252911.45,12713.0375,343624.275,25278.225,299407.6125,76087.35,72316.675,37561.35,304459.225,96146.05,329529.65,30354.5,23252.675,114141.1,433100.3375,265609.1,317343.2,332345.6
"4",33.6,77907.65,28820.825,28256.8,1276850.75,16416.1375,349220.275,26301.025,314732.9125,70551.95,74462.275,35014.15,294711.225,93178.05,329316.15,30936.3,23011.675,113139.5,441311.3375,259491.5,323421.6,332888
"5",35.4,79492.25,28439.825,25032.9,1256624.65,16483.3375,347437.075,25940.025,316506.4125,72256.55,68886.675,33489.95,293328.025,98893.65,333945.65,29632.5,23553.475,109395.9,442924.4375,244849.1,323201.6,322358.4
"6",37.1,78730.25,35118.425,26226,1202587.05,15967.7375,344467.475,26902.825,289200.7125,69469.15,65858.275,34553.15,279148.825,92596.45,325551.15,28469.5,19963.475,108354.7,409101.6375,252711.5,300577.6,311408
"7",38.9,76564.05,26333.825,28594.8,1224323.25,16481.8375,338292.275,26100.425,287844.7125,75486.35,66159.675,30661.75,290883.225,94741.65,326550.15,30835.9,19241.475,104551.1,417903.8375,235264.3,318428,312671.2
"8",40.7,75360.65,31797.325,NA,1223450.55,16366.1375,342156.075,27143.425,309894.2125,68646.75,65477.275,32567.15,277404.825,94200.85,326350.65,28449.3,23633.675,102809.5,404459.9375,233057.9,316682.4,315620.8
"9",42.4,73094.05,25150.625,27918,1199968.45,16334.9375,328121.875,25879.825,280670.7125,69509.15,65838.875,32386.55,278566.425,90691.25,328128.65,28128.5,19903.275,101898.7,414392.8375,227681.9,314680,306575.2
"10",44.2,72452.05,25852.425,27961.2,1218386.85,12803.0375,331952.275,25639.225,273813.8125,68125.35,62308.275,28455.95,276179.225,94842.45,328591.15,28649.9,19662.475,104881.5,407532.1375,222708.3,305010.4,290026.4
"11",46,73956.85,20778.025,23965.4,1137016.65,16241.1375,319718.675,26943.025,271409.0125,65498.15,62068.275,26871.75,279550.425,88384.85,315028.65,28469.5,19121.075,98595.1,376827.4375,212620.3,287440.8,282347.2
"12",47.7,68782.05,21660.825,23683,1034482.05,16177.1375,306019.475,24215.425,238182.8125,62489.75,64635.275,25447.55,257349.625,82849.25,302139.65,26784.7,17857.475,97173.5,382456.2375,207867.5,291150.4,275468
"13",49.5,68601.45,21640.825,21060.2,1082992.45,16395.8375,299602.675,24034.825,253653.5125,63251.95,59460.475,26029.35,264288.025,82428.05,310410.15,27205.9,16834.675,95562.3,380212.5375,210454.7,289368,280842.4
