Element;Li7;B11;Na23;Mg24;Al27;Ca43;Cr52;Mn55;Fe57;Co59;Ni62;Cu63;Cu65;Zn66;Zn68;As75;Rb85;Sr86;Y89;Zr90;Cd111;Sn117;Sb121;Cs133;Ba138;La139;Ce140;Pr141;Pb208
Rapport;0.000488429;0.000408357;0.000910542;0.00046115;0.000565679;1;0.000468911;0.000451861;0.000451979;0.000431638;0.000445865;0.000371907;0.000895375;0.000449745;0.000450333;0.000332988;0.000446335;0.000443748;0.000458093;0.000437752;0.000436811;0.000450333;0.000332988;0.000446335;0.000443748;0.000458093;0.000437752;0.000436811;0.000450334
