"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",30.1,NA,4.39550863805938e-06,0.000270105159355299,1,NA,NA,NA,4.88216936037829e-05,NA,NA,NA,NA,0.00603438306452637,4.91964011993174e-08,NA,NA,NA,1.12685586555782e-05,NA,NA,0
"2",31.8,NA,NA,0.000237678623283347,1,NA,NA,NA,4.16735189063797e-05,NA,NA,NA,1.31803905468003e-07,0.00564093418322105,5.40440777680358e-08,7.33898834985913e-07,NA,NA,1.10122920678938e-05,NA,NA,0
"3",33.6,NA,4.8236897824339e-06,0.000224775667434661,1,NA,NA,NA,4.06479588907662e-05,NA,NA,NA,NA,0.00554276378694832,4.09722764687433e-08,NA,NA,NA,1.24737558954792e-05,NA,NA,0
"4",35.4,NA,4.30775756994093e-06,0.000187854834437406,1,NA,NA,NA,3.57799552481658e-05,NA,NA,NA,1.94190280122709e-07,0.00533427247836576,4.63866239536042e-08,NA,NA,NA,9.45197091183921e-06,NA,NA,0
"5",37.1,NA,4.88011741681982e-06,0.0002244750509544,1,NA,NA,NA,3.44741758055472e-05,NA,NA,NA,1.05653437085046e-07,0.00495017833112393,2.1852079648738e-08,NA,NA,NA,9.70591761959453e-06,NA,NA,0
"6",38.9,NA,3.7771513560804e-06,0.000226905641593224,1,NA,NA,NA,4.57260779067668e-05,NA,NA,NA,1.33360355207753e-07,0.00521201683060355,4.13929809363881e-08,NA,NA,NA,1.05213992978305e-05,NA,NA,0
"7",40.7,NA,3.42168239541444e-06,0.000276650062031972,1,NA,NA,NA,4.12071096207723e-05,NA,NA,NA,NA,0.00512753043443353,NA,NA,NA,NA,9.80941192370479e-06,NA,NA,0
"8",42.4,NA,3.77438917276202e-06,0.000233290754405522,1,NA,NA,NA,4.43962625156084e-05,NA,NA,NA,NA,0.00550937292447993,4.61404891970681e-08,NA,NA,NA,1.28876446170847e-05,NA,NA,0
"9",44.2,NA,2.96256453694621e-06,0.000194491971532101,1,NA,NA,NA,4.04524727350015e-05,NA,NA,NA,NA,0.00516062522016458,2.64379872481202e-08,NA,NA,NA,1.06863072620194e-05,NA,NA,0
"10",46,NA,4.35605441840464e-06,0.000251441777399901,1,NA,NA,NA,4.41003922783386e-05,NA,NA,NA,NA,0.00539319641785438,NA,NA,NA,NA,9.34638075711204e-06,NA,NA,0
"11",47.7,NA,3.73515613187929e-06,0.000220640852406801,1,NA,NA,NA,4.19758834948875e-05,NA,NA,NA,NA,0.00523487744253331,NA,NA,NA,NA,1.10921923798189e-05,NA,NA,0
"12",49.5,NA,3.83564061138576e-06,0.000271193812982205,1,NA,NA,NA,4.40999746573919e-05,NA,NA,NA,1.31039711206155e-07,0.00543103544629707,NA,NA,NA,NA,1.04980626212432e-05,NA,NA,0
"13",51.3,NA,4.82536523822333e-06,0.000229349917515705,1,NA,NA,NA,4.22906371327387e-05,NA,NA,NA,1.29609397359271e-07,0.00535238549616968,NA,7.68402080251968e-07,NA,NA,1.1530019847319e-05,NA,NA,0
"14",53,NA,2.61895539364422e-06,0.000238414901064582,1,NA,NA,NA,4.39804964576048e-05,NA,NA,NA,1.50902138744646e-07,0.00566037910100131,NA,NA,NA,NA,1.12760115600021e-05,NA,NA,0
"15",54.8,NA,2.24667719569678e-06,0.000181677261127198,1,NA,NA,NA,3.66251972480912e-05,NA,NA,NA,NA,0.00499036128900314,3.44131491068451e-08,NA,NA,NA,8.9952821115893e-06,NA,NA,0
"16",56.6,NA,2.79489256447403e-06,0.00018840675489132,1,NA,NA,NA,4.16720657991838e-05,NA,NA,NA,1.75913891824595e-07,0.00618321207964551,2.56346345395364e-08,NA,NA,NA,1.24104276118303e-05,NA,NA,0
"17",58.3,NA,3.79003839712168e-06,0.000196199077820077,1,NA,NA,NA,3.9527361203238e-05,NA,NA,NA,1.6748238351088e-07,0.00489196352789388,NA,NA,NA,NA,1.07801037420413e-05,NA,NA,0
"18",60.1,NA,2.29170529598927e-06,0.000212682573104233,1,NA,NA,NA,3.96312832890545e-05,NA,NA,NA,1.53166961543976e-07,0.00495680939808929,NA,NA,NA,NA,1.27866414306961e-05,NA,NA,0
"19",61.9,NA,2.68166165375039e-06,0.000197590136846811,1,NA,NA,NA,3.64418829268861e-05,NA,NA,NA,1.33107295674543e-07,0.0049065727455821,4.60420526150217e-08,NA,NA,NA,1.19174422649219e-05,NA,NA,0
"20",63.6,NA,1.8575200655106e-06,0.000205263391333823,1,NA,NA,NA,3.60011616677638e-05,NA,NA,NA,NA,NA,5.13023256443789e-08,NA,NA,NA,8.57012849920842e-06,NA,NA,0
"21",65.4,NA,3.16698050807601e-06,0.000314298880170181,1,NA,NA,NA,5.1642849700344e-05,NA,NA,NA,NA,0.00628232192583615,NA,NA,NA,NA,NA,NA,NA,0
"22",67.2,NA,2.02848051488069e-06,0.000261753165007187,1,NA,NA,NA,3.9907378397781e-05,NA,NA,NA,NA,0.0048350443095578,4.42370632903077e-08,NA,NA,NA,1.01326099122119e-05,NA,NA,0
"23",68.9,NA,2.13108224687148e-06,0.00023405230021288,1,NA,NA,NA,4.56838770812254e-05,NA,NA,NA,1.72521041518873e-07,0.00583758105861852,NA,NA,NA,NA,9.05406898171127e-06,NA,NA,0
"24",70.7,NA,3.18867268677539e-06,0.000291521945556564,1,NA,NA,NA,5.02739108621981e-05,NA,NA,NA,2.30306749742729e-07,0.00555924218100295,3.62579672055998e-08,NA,NA,NA,1.32065979272424e-05,NA,NA,0
"25",72.5,NA,2.37040031089504e-06,0.000251042641138554,1,NA,NA,NA,4.92733022043018e-05,NA,NA,NA,2.50284335428106e-07,0.00473068238478606,NA,NA,NA,NA,8.87727999280429e-06,8.74325811356903e-08,NA,0
"26",74.2,NA,2.45112241277131e-06,0.000308456018932394,1,NA,NA,NA,5.50357421170406e-05,NA,NA,NA,NA,0.00541150703472521,NA,NA,NA,NA,9.37441408571053e-06,NA,NA,0
"27",76,NA,2.26939720247479e-06,0.000332114853465387,1,NA,NA,NA,5.53580892459129e-05,NA,NA,NA,NA,0.00510972335424065,NA,NA,NA,NA,1.1754096602093e-05,NA,NA,0
"28",77.8,NA,3.44889794489584e-06,NA,1,NA,NA,NA,5.83770091969514e-05,NA,NA,NA,NA,0.00554874022534963,NA,1.13235933685292e-06,NA,NA,1.02842451915641e-05,NA,NA,0
"29",79.5,NA,2.54396684196226e-06,0.000269318205046664,1,NA,NA,NA,4.64448033517123e-05,NA,NA,NA,NA,0.00453193975801626,4.00862671277906e-08,NA,NA,NA,8.1849606425773e-06,NA,NA,0
"30",81.3,NA,2.25587408953652e-06,0.000302203893200064,1,NA,NA,NA,5.70320287641682e-05,NA,NA,NA,NA,0.00501125817156914,NA,NA,NA,NA,1.3333630562279e-05,NA,NA,0
"31",83.1,NA,2.08455716208838e-06,0.000295401998313409,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0060719609383323,4.01924138727461e-08,NA,NA,NA,9.82115976142403e-06,NA,NA,0
"32",84.8,NA,2.47839052196202e-06,0.000239842168233809,1,NA,NA,NA,4.68139818430418e-05,NA,NA,NA,NA,0.00633142356501888,NA,NA,NA,NA,1.1899263944248e-05,NA,NA,0
