Temps;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
72.5;7239.8;861.8;45648.8;3423452.8;0;1904.8;5665;123087;12795.2;721.4;902;1343.2;1445145.6;25;100;541;200;28070;325.3;0;0
74.2;6317.2;781.6;45648.8;2786614.6;0;1804.4;4913;112490.5;12374;801.6;1584.2;942.2;1346611.2;50;66.7;1022.4;330;24561.3;140;0;0
76;6317.2;721.6;45613.8;2586054.3;0;1904.8;4838;105437.9;13878.2;776.5;1227.8;962.2;1182057.6;37.5;125;621.2;312.5;28070;140;20;0
77.8;6036.4;902;45648.8;2540265;0;1985;5590.3;108981.8;13256.6;977.3;942.2;1082.4;1259728;75;275.3;1042.2;240;24561.3;120.2;0;0
79.5;6578;862;45648.8;3191278.4;0;2356;5013.5;108946.7;12695;821.8;1243;1002.3;1292323.2;100;140;841.8;220;24561.3;50;0;0
81.3;6557.8;721.4;42105;2600124.4;4385.9;2406.3;6116.8;108981.8;13015.8;861.8;1062.6;926.8;1165830.4;62.5;120;621.2;120;31578.8;125;0;0
83.1;6497.6;701.4;42105;2659948.3;0;2130.5;4763;119543.1;13035.8;776.5;1203;1779.3;1441011.2;87.5;60;681.2;225;24561.3;150.3;0;0
84.8;7500.4;862;42105;3275664;0;1754.3;5866;112490.5;12454.8;1002.3;1102.6;982.2;1845787.4;37.5;50;701.4;180;35122.6;140;0;0
86.6;6437.4;962;42105;3061033.8;3508.8;1879.8;6066.5;116034.4;12715.2;882;1523.8;621.4;1608761.6;125;150;375.5;330;31578.8;80;0;0
88.4;6858.8;902;42105;4359377;0;1804.6;4773;116069.5;12053.4;721.6;1162.6;1162.8;1631232;125;100;621.2;250;35087.5;50;0;0
