Temps;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
1.8;8884.2;220.2;45648.8;10526.3;0;1944.8;5640.3;115999.3;15884.2;626.3;1127.8;500.8;17548.6;37.5;100;982.2;150;3508.8;225.3;33.3;0
3.5;8543.4;340.4;57104.9;8771.9;0;2606.8;5665.3;112490.5;14359.6;801.8;1142.8;561.4;18070.2;25;175.3;821.8;225;3508.8;120.2;0;0
5.3;8583.6;220.2;45648.8;7017.5;0;2356;6292;112525.6;13316.8;1303;1152.8;942;17829.4;62.5;120.2;841.6;220;0;280.2;0;0
7.1;8643.6;320.2;42105;7017.5;0;3058.3;5790.8;108981.8;13677.6;781.8;1122.6;701.2;18651.6;12.5;75;901.8;225;0;200.2;0;0
8.8;7500.4;200.3;45683.9;7017.5;0;2105.2;5866;108946.7;13938.6;942.2;977.3;601.2;17970;25;100.2;621.2;160;8771.9;140;0;0
10.6;7982;420.6;45648.8;10526.3;0;2331;5163.8;105437.9;14179.2;1203.2;1027.3;882;17207.6;0;175.3;861.8;362.5;0;60;0;0
12.4;8202.4;240.2;52719;7017.5;3508.8;2707;5189;105437.9;14159;861.6;1278.3;581;18030.2;37.5;100;882;190;0;220.2;0;0
14.1;7520.6;300.6;45648.8;8771.9;4385.9;2732.3;5489.8;105437.9;13116.2;1077.5;1283.4;621.4;16505.6;25;175;701.6;130;0;100;0;0
15.9;7781.4;380.6;45648.8;8771.9;0;1980;4913.3;105473;13136.4;801.8;1203;641.4;16185;87.5;220.2;861.8;200;5847.9;200.2;25;0
17.7;7821.4;360.4;52675.1;13157.8;3508.8;2932.8;4752.8;108946.7;12895.6;1152.8;1423.4;781.6;18029.8;0;240;801.8;170;0;140;0;0
19.4;8503.2;240.2;42105;10526.3;0;2506.8;6066.5;98385.4;12173.6;877;1243.2;681.4;16285;37.5;100;1062.4;200;0;60;0;0
21.2;7961.8;420.8;38596.3;10526.3;8771.9;2431.5;4632.4;105437.9;13096;1102.5;882;400.8;58964.8;12.5;233.7;801.6;180;4385.9;120;0;0
23;7580.8;761.8;45613.8;1073011.2;3508.8;2130.5;5991.3;116034.4;13677.8;862.2;1423.6;1202.8;683090.2;25;33.3;1062.6;110;17543.8;350.5;0;0
24.7;7861.6;1202.8;45613.8;2230618;3508.8;2907.8;4973.6;126595.7;12334.2;440.8;1142.6;821.8;1337830.4;50;225.3;781.6;375;28070;280.2;0;0
26.5;7681;1543.6;48289.2;2864052.5;0;2581.8;5063.8;137157;14480.2;681.2;1303.2;1082.6;1687680;112.5;200.3;861.8;280;35087.5;200;0;0
28.3;7540.6;1563.8;49157.6;3328470.7;0;1904.8;5364.5;140665.8;12414.2;751.8;1363.2;942;1818656;37.5;66.7;641.4;280;38596.3;220.2;0;0
30.1;7159.6;1503.6;49157.6;3419874;4385.9;2180.8;4532.2;140630.7;12474.6;781.6;1353.3;881.8;1886169.6;25;300.5;626.3;200;35087.5;120;0;0
31.8;8423.2;1564;45648.8;3775310.2;0;2025.2;5540;154735.9;12634.8;802;942;1383.2;2242009.6;75;20;942;300;45613.8;260.4;0;0
33.6;7720.8;1604.2;49157.6;4398078.2;0;2205.8;6041.5;151227.1;11852.8;721.6;1604;1062.4;2378547.2;212.5;100;721.4;210;49157.6;140;0;0
35.4;6879;1303.2;49157.6;4443832.3;0;1884.8;6492.5;154735.9;12955.8;781.6;1102.4;1142.8;2463765.1;50;80;902;180;49157.6;125;0;0
37.1;7620.8;1503.6;45648.8;4844987.5;8771.9;1985.2;5289.3;158279.7;12574.8;1127.5;1829.5;1303.3;2434931.2;125;175;882.2;340;49157.6;100;0;0
38.9;7781.4;1142.8;57104.9;4545866.7;4385.9;2406.3;5840.8;154771;12935.8;751.3;1127.8;1162.8;2411104;87.5;80;1022.4;250;45613.8;160;0;0
40.7;7821.4;1263;45613.8;4285517.5;4385.9;1644.2;6216.8;147648.2;12775.2;601;1102.6;982.2;2093420.8;50;40;1102.6;320;45613.8;120;0;0
42.4;7199.6;1263;57104.9;3704889.8;0;1930;5891;147718.4;12394.2;1002.3;1042.6;1002.6;1938003.2;75;125;581.2;140;45648.8;60;0;0
44.2;6878.6;1564;57104.9;4218640.8;0;2155.5;5274.2;147718.4;12434.2;851.5;1423.4;2782.3;2237491.2;37.5;225.3;822;260;49122.5;125;0;0
46;5916.2;1143;45613.8;3923098.5;8771.9;1804.8;5565;144139.5;13116.2;701.5;942;1403.4;2155929.6;50;175;901.8;170;49122.5;180;0;280.6
47.7;6517.8;1062.4;45648.8;3997027.9;3508.8;2030.3;5540.3;144139.5;13537.2;1027.3;1042.4;1222.8;2131686.4;25;200.2;977.3;190;42105;80;0;0
49.5;6538;1022.4;52675.1;4127132.6;0;2180.8;5439.8;144209.6;11913;852;1779.5;962.2;2038918.4;37.5;100;601.2;220;45648.8;100;0;0
51.3;6838.4;1163;49157.6;3986431.5;0;1980;5389.8;144174.5;12995.6;751.8;1343.2;1383.4;2098489.6;100;220.2;701.6;270;42105;325.5;0;0
53;6457.6;1122.6;49157.6;3926572.4;0;1829.8;5966;144174.5;12434.6;741.4;1278.3;1122.8;2165504;125;100;882;280;49122.5;220.4;0;0
54.8;7159.6;1263;45648.8;4391060.7;0;1955;3970.6;151262.2;13216.6;801.6;1122.4;1243;2197856;75;240.2;721.4;270;52666.3;120.2;0;0
56.6;7239.8;1122.6;45613.8;4310183.8;3508.8;2155.5;5941.3;140630.7;13076;651.3;1027.3;1283.2;2152940.8;137.5;125;661.4;190;49122.5;125;0;0
58.3;6918.8;1102.6;52675.1;4236254.5;0;1884.6;4737.8;147718.4;12675;661;1328.3;1122.8;2250368;100;140.2;581;180;49157.6;75;0;0
60.1;7139.4;1162.6;45613.8;4651480;0;2105.5;5189;147718.4;13236.6;521;1183;1022.4;2010115.6;75;100;741.4;200;49157.6;250.3;0;0
61.9;6578;1303.3;45648.8;3898432.4;5847.9;2230.8;5865.8;147683.3;13657.8;1027.5;1102.8;1222.8;2399027.2;75;80;721.4;300;49122.5;275.5;0;20
63.6;7480.4;962.2;52675.1;4292569.9;0;1980;4572.4;140665.8;12574.6;741.6;1253;1403.6;2017369.6;112.5;80;721.4;250;49157.6;100;0;0
65.4;7380.4;1062.6;45648.8;3525487.2;0;2205.8;4893.2;144174.5;12695.2;681.4;1082.2;1223;1942105.7;150;100;761.6;210;42105;33.3;0;0
67.2;6297;1022.2;42105;3659275.5;5847.9;1930;5314.3;130069.4;12795.2;962.2;922;922.2;2096266.1;75;140.2;841.6;210;45648.8;140;0;0
68.9;6357.2;821.8;42105;2853421.4;0;2005.3;6091.5;130069.4;13417;821.6;1202.8;1002.4;1606502.4;75;50;862;212.5;31578.8;180;0;0
70.7;6738.4;821.8;45648.8;2533212.7;4385.9;1879.8;4812.8;126560.6;13076.2;801.6;1002.3;1062.6;1341020.8;100;375.5;721.4;220;35087.5;160;0;0
72.5;6558;962;52631.3;2638790.9;3508.8;1644;5138.8;123087;11612;881.8;1177.8;822;1487571.2;62.5;150.3;927;280;31578.8;140.2;0;0
74.2;7400.2;962.2;42105;2758439.1;4385.9;1904.5;5294.2;123051.9;12013;882;1328.3;1262.8;1626850.7;25;200.3;922.2;270;35087.5;140.2;0;0
76;6898.8;982.2;45683.9;3659205.4;0;1930;4913.3;130104.5;12975.6;841.8;1077.5;1062.6;1658406.4;112.5;100;776.8;187.5;45613.8;240;0;0
77.8;6417.6;1022.4;38631.3;2941455.5;0;1503.8;4632.6;130104.5;12815.4;701.3;1403.5;1042.2;1649536;112.5;100;621;180;35087.5;120;0;0
79.5;6718.2;1323;48289.2;2638790.9;0;2356;4452;123051.9;12514.4;821.6;1453.8;841.6;1478656;87.5;225.3;801.4;170;31578.8;325.5;0;0
81.3;7400.2;1062.4;45648.8;2663492.4;0;2005.3;4311.8;115999.3;12695;1052.5;1202.8;1363.4;1549094.6;37.5;100;621.2;180;35087.5;240.4;0;0
83.1;6216.8;1553.8;38631.3;2948403.2;0;2080.3;6868.5;126560.6;12354;661.4;701.6;1223;1708448;12.5;80;882;300;45648.8;120;0;0
84.8;7721;781.6;45613.8;3761240.3;0;1955;5038.8;133613.2;12915.6;561;1162.8;1203;1395347.5;75;175;801.8;187.5;38596.3;80;0;0
86.6;6196.8;801.6;42105;3272155.4;0;1528.8;5615.3;126595.7;13677.8;651.3;982.2;1062.4;1443049;87.5;160;561;200;38596.3;120;0;100.3
88.4;6959;942;42105;3177103.5;0;1854.8;4351.6;119543.1;12935.6;977;1002.4;952.3;1619635.2;125;225.3;701.6;180;39473.4;100;0;0
