"","Temps","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",1.8,8884.2,220.2,45648.8,10526.3,0,1944.8,5640.3,115999.3,15884.2,626.3,1127.8,500.8,17548.6,37.5,100,982.2,150,3508.8,225.3,33.3,0
"2",3.5,8543.4,340.4,57104.9,8771.9,0,2606.8,5665.3,112490.5,14359.6,801.8,1142.8,561.4,18070.2,25,175.3,821.8,225,3508.8,120.2,0,0
"3",5.3,8583.6,220.2,45648.8,7017.5,0,2356,6292,112525.6,13316.8,1303,1152.8,942,17829.4,62.5,120.2,841.6,220,0,280.2,0,0
"4",7.1,8643.6,320.2,42105,7017.5,0,3058.3,5790.8,108981.8,13677.6,781.8,1122.6,701.2,18651.6,12.5,75,901.8,225,0,200.2,0,0
"5",8.8,7500.4,200.3,45683.9,7017.5,0,2105.2,5866,108946.7,13938.6,942.2,977.3,601.2,17970,25,100.2,621.2,160,8771.9,140,0,0
"6",10.6,7982,420.6,45648.8,10526.3,0,2331,5163.8,105437.9,14179.2,1203.2,1027.3,882,17207.6,0,175.3,861.8,362.5,0,60,0,0
"7",12.4,8202.4,240.2,52719,7017.5,3508.8,2707,5189,105437.9,14159,861.6,1278.3,581,18030.2,37.5,100,882,190,0,220.2,0,0
"8",14.1,7520.6,300.6,45648.8,8771.9,4385.9,2732.3,5489.8,105437.9,13116.2,1077.5,1283.4,621.4,16505.6,25,175,701.6,130,0,100,0,0
