"","Temps","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",30.1,-1072.925,1220.7625,1631.6,3411540.7,3399.0625,-299.375,-1104.925,31223.5,-1604.3,-168.075,214.2625,207.925,1868442.95,-3.125,172.875,-200.45,-7.8125,33113.8125,-48.2625,-4.1625,0
"2",31.8,190.675000000001,1281.1625,-1877.2,3766976.9,-986.8375,-454.975,-97.125,45328.7,-1444.1,-147.675,-197.0375,709.325,2224282.95,46.875,-107.625,115.25,92.1875,43640.1125,92.1375,-4.1625,0
"3",33.6,-511.724999999999,1321.3625,1631.6,4389744.9,-986.8375,-274.375,404.375,41819.9,-2226.1,-228.075,464.9625,388.525,2360820.55,184.375,-27.625,-105.35,2.1875,47183.9125,-28.2625,-4.1625,0
"4",35.4,-1353.525,1020.3625,1631.6,4435499,-986.8375,-595.375,855.375,45328.7,-1123.1,-168.075,-36.6374999999998,468.925,2446038.45,21.875,-47.625,75.25,-27.8125,47183.9125,-43.2625,-4.1625,0
"5",37.1,-611.724999999999,1220.7625,-1877.2,4836654.2,7785.0625,-494.975,-347.825,48872.5,-1504.1,177.825,690.4625,629.425,2417204.55,96.875,47.375,55.45,132.1875,47183.9125,-68.2625,-4.1625,0
"6",38.9,-451.125,859.9625,9578.9,4537533.4,3399.0625,-73.875,203.675,45363.8,-1143.1,-198.375,-11.2375,488.925,2393377.35,59.375,-47.625,195.65,42.1875,43640.1125,-8.26249999999999,-4.1625,0
"7",40.7,-411.125,980.1625,-1912.2,4277184.2,3399.0625,-835.975,579.675,38241,-1303.7,-348.675,-36.4375,308.325,2075694.15,21.875,-87.625,275.85,112.1875,43640.1125,-48.2625,-4.1625,0
"8",42.4,-1032.925,980.1625,9578.9,3696556.5,-986.8375,-550.175,253.875,38311.2,-1684.7,52.625,-96.4375,328.725,1920276.55,46.875,-2.625,-245.55,-67.8125,43675.1125,-108.2625,-4.1625,0
"9",44.2,-1353.925,1281.1625,9578.9,4210307.5,-986.8375,-324.675,-362.925,38311.2,-1644.7,-98.175,284.3625,2108.425,2219764.55,9.375,97.675,-4.75,52.1875,47148.8125,-43.2625,-4.1625,0
"10",46,-2316.325,860.1625,-1912.2,3914765.2,7785.0625,-675.375,-72.125,34732.3,-962.699999999999,-248.175,-197.0375,729.525,2138202.95,21.875,47.375,75.05,-37.8125,47148.8125,11.7375,-4.1625,280.6
