Temps;Li7;B11;Na23;Mg24;Al27;Ca43;Cr52;Mn55;Fe57;Co59;Ni62;Cu63;Cu65;Zn66;Zn68;As75;Rb85;Sr86;Y89;Zr90;Cd111;Sn117;Sb121;Cs133;Ba138;La139;Ce140;Pr141;Pb208
59,932;66,7;334,0;429592,0;12841,0;80099,0;1140,2;772664,0;35984,0;3846,5;199,0;499,0;499,0;199,0;349,0;24686,0;0,0;99,0;23069,0;49,5;2947,0;49,5;0,0;49,5;0,0;49,5;49,5;0,0;0,0;0,0
61,325;200,3;200,0;442896,0;13640,5;79949,0;1039,5;762408,0;38534,0;4196,5;249,0;349,0;649,0;349,0;249,0;28585,5;49,5;49,5;25763,7;0,0;2097,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
62,719;133,3;334,0;419412,0;13540,5;79898,0;804,8;765104,0;36134,5;4196,5;249,5;549,0;898,5;149,5;249,0;25586,5;49,5;199,0;21805,8;0,0;2797,5;0,0;49,5;99,5;149,0;49,5;0,0;0,0;0,0;99,5
64,113;267,0;467,3;435340,0;11891,0;78348,0;1073,0;749152,0;38434,0;3247,0;299,0;699,0;649,0;349,0;649,0;25736,0;199,0;49,5;22732,0;0,0;2797,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
65,507;200,3;467,7;434228,0;10542,0;80849,0;1207,3;774576,0;36684,5;3896,5;399,0;848,5;899,0;599,0;449,0;27086,0;99,5;149,0;23069,0;0,0;2347,5;99,5;99,5;99,5;0,0;0,0;0,0;0,0;0,0;0,0
66,900;267,0;668,3;437764,0;11741,5;79949,0;1006,0;773512,0;37234,5;4146,5;49,5;299,0;499,0;449,0;299,0;27435,5;149,0;199,0;23490,0;99,5;2447,5;0,0;0,0;49,5;0,0;0,0;0,0;0,0;0,0;0,0
68,294;200,3;133,3;437652,0;13590,5;82301,0;838,3;765728,0;34984,5;3047,0;249,0;998,5;799,0;199,0;549,0;26036,0;49,5;99,5;21216,2;0,0;2797,0;199,0;99,5;99,5;49,5;0,0;0,0;0,0;0,0;0,0
69,688;200,0;400,7;429492,0;11441,5;81751,0;1039,3;758264,0;37234,0;3946,5;149,0;1049,0;1049,0;99,0;699,0;26036,0;99,5;199,0;23911,0;0,0;2547,5;0,0;0,0;99,5;49,5;99,5;49,5;0,0;49,5;49,5
71,082;133,3;601,3;434632,0;10992,0;80249,0;1039,5;740920,0;38284,0;3097,0;399,0;799,0;549,0;149,0;299,0;26486,0;0,0;49,5;25090,0;99,5;2997,0;0,0;0,0;249,0;0,0;0,0;0,0;0,0;0,0;49,5
72,475;200,3;267,0;429492,0;12491,0;80650,0;1442,2;761672,0;36434,5;4196,5;299,0;399,0;649,0;99,5;149,5;25286,5;0,0;0,0;20205,8;0,0;3097,0;0,0;99,5;99,0;99,5;0,0;0,0;0,0;0,0;0,0
73,869;334,0;400,7;428184,0;9242,5;80250,0;1442,2;761688,0;36034,5;3497,0;499,0;549,0;999,0;249,0;449,0;26636,0;0,0;0,0;21637,2;0,0;3297,0;149,0;0,0;49,5;0,0;0,0;0,0;0,0;0,0;0,0
75,263;334,0;401,0;417396,0;12041,5;78148,0;670,5;786080,0;35434,5;3597,0;149,0;549,0;1148,5;99,0;549,0;28435,5;99,0;199,0;23574,3;0,0;2497,5;0,0;0,0;0,0;0,0;49,5;0,0;0,0;0,0;0,0
76,656;200,3;601,0;419212,0;14390,0;80650,0;1140,2;755592,0;37184,0;3347,0;499,0;599,0;999,0;149,0;49,5;25236,0;0,0;0,0;20627,0;99,5;3147,0;49,5;49,5;49,5;49,5;0,0;0,0;0,0;0,0;0,0
78,050;400,7;601,0;434532,0;12591,0;79999,0;1140,3;755816,0;38034,0;3496,5;399,0;499,0;798,5;299,0;349,0;27085,5;0,0;49,5;21553,2;0,0;3197,0;0,0;0,0;0,0;199,0;0,0;0,0;0,0;0,0;0,0
79,444;133,7;601,3;433824,0;12291,5;80149,0;704,2;775352,0;39034,0;2997,5;399,0;949,0;749,0;249,5;399,0;26385,5;49,5;49,5;21721,7;49,5;3097,0;49,5;0,0;49,5;99,5;49,5;0,0;0,0;0,0;0,0
80,838;66,7;334,0;432816,0;12341,0;79349,0;1073,2;785312,0;36184,5;4246,5;199,0;549,0;399,0;199,0;349,0;25886,0;49,5;0,0;21300,5;0,0;3147,0;99,5;99,5;199,0;0,0;99,5;0,0;0,0;0,0;149,0
82,231;200,3;267,0;444812,0;11691,5;79999,0;905,2;768952,0;35034,5;3497,0;349,0;599,0;549,0;299,0;199,0;27535,5;0,0;0,0;22900,3;0,0;2647,0;0,0;0,0;49,5;149,0;0,0;0,0;0,0;0,0;0,0
83,625;334,0;601,3;441992,0;12291,5;88307,0;771,2;765424,0;35634,0;3546,5;349,0;499,0;499,0;349,0;349,0;28785,5;0,0;49,5;21553,0;0,0;3047,5;99,5;0,0;99,5;0,0;0,0;0,0;0,0;0,0;99,0
85,019;66,7;267,3;424352,0;13690,5;86855,0;1174,0;766920,0;36384,5;3547,0;149,0;549,0;399,0;299,0;449,0;26585,5;0,0;0,0;23237,5;49,5;3647,0;49,5;49,5;149,0;149,0;0,0;0,0;0,0;0,0;0,0
86,412;133,3;267,0;441080,0;11041,5;76497,0;1475,7;759720,0;35534,5;2247,5;149,0;499,0;849,0;149,0;249,0;25985,5;49,5;99,0;21384,7;49,5;2747,0;49,5;0,0;99,5;149,5;0,0;0,0;0,0;0,0;49,5
87,806;334,0;334,0;431408,0;12941,0;77997,0;838,3;769544,0;38134,5;3597,0;499,0;449,0;649,0;99,5;399,0;27086,0;0,0;249,0;21300,5;0,0;2747,0;0,0;0,0;0,0;0,0;49,5;49,5;0,0;0,0;199,5
89,200;133,3;935,7;438464,0;12291,0;78347,0;1408,7;759400,0;39384,0;3546,5;99,0;449,0;549,0;299,5;199,5;25935,5;49,5;99,0;22479,5;0,0;2048,0;99,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49,5
90,594;200,3;467,7;413672,0;11891,5;80549,0;972,3;764888,0;37234,0;3447,0;549,0;549,0;449,0;349,0;499,0;25436,5;0,0;49,5;25005,7;149,5;3147,0;0,0;149,5;99,0;249,0;99,5;0,0;0,0;0,0;49,5
91,987;334,0;601,0;425360,0;11991,5;80049,0;938,8;759696,0;36384,5;3946,5;199,0;649,0;449,0;149,0;449,0;25536,0;49,5;199,0;21805,8;0,0;3247,0;49,5;49,5;0,0;49,5;99,5;0,0;0,0;0,0;0,0
93,381;200,0;200,3;418204,0;12441,0;80249,0;1173,7;753168,0;38684,0;4146,5;399,0;549,0;699,0;149,0;499,0;25786,5;299,0;199,5;23995,2;199,0;2447,5;0,0;0,0;0,0;0,0;99,5;0,0;0,0;0,0;0,0
94,775;200,0;668,0;429496,0;11492,0;78297,0;1374,8;759800,0;37734,5;3147,0;249,0;599,0;549,0;199,0;449,0;25285,5;0,0;0,0;23321,5;0,0;3297,0;99,5;49,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0
96,168;133,3;601,3;426168,0;11591,5;81551,0;704,0;757120,0;35534,5;3946,5;399,0;899,0;898,5;299,0;449,0;26286,0;149,0;299,0;25090,0;49,5;3297,0;149,5;0,0;249,0;49,5;0,0;49,5;49,5;0,0;49,5
97,562;267,0;401,0;425660,0;12441,0;81250,0;1039,5;771296,0;37134,0;4146,5;349,0;499,0;549,0;349,0;149,0;23486,5;99,0;149,0;23826,8;0,0;2497,5;0,0;0,0;49,5;49,5;0,0;0,0;0,0;0,0;0,0
98,956;334,0;334,0;423848,0;11991,5;79398,0;1106,5;754528,0;36784,5;3197,0;99,5;449,0;799,0;349,0;249,0;28035,5;99,5;99,5;22816,3;49,5;3247,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
100,350;200,3;400,7;434632,0;13241,0;76296,0;1173,7;766992,0;36084,0;3647,0;149,0;499,0;499,0;499,0;549,0;25536,0;49,5;249,0;23658,3;0,0;2947,0;49,5;149,5;49,5;0,0;0,0;0,0;0,0;0,0;0,0
101,743;334,0;400,7;436748,0;12990,5;82100,0;1173,8;756280,0;35984,5;4646,0;349,0;349,0;899,0;149,0;399,0;25836,0;149,5;49,5;22984,8;0,0;2048,0;0,0;0,0;49,5;49,5;99,0;0,0;0,0;0,0;0,0
103,137;200,0;601,3;422336,0;11891,5;81550,0;1576,3;756088,0;37434,5;4196,5;349,0;799,0;549,0;399,0;149,5;26685,5;199,0;199,5;21468,8;49,5;2597,5;0,0;0,0;49,5;0,0;0,0;0,0;0,0;0,0;0,0
104,531;66,7;200,3;442292,0;11541,5;79899,0;1106,5;766584,0;37584,0;4146,5;649,0;649,0;549,0;299,0;199,0;26685,5;49,5;99,5;19279,3;49,5;2597,5;149,0;0,0;0,0;99,5;0,0;0,0;0,0;0,0;0,0
105,925;133,7;467,7;414580,0;12741,0;81150,0;1240,7;762760,0;35484,5;3397,0;699,0;599,0;849,0;349,0;99,5;26736,0;49,5;149,5;21974,2;0,0;2897,0;0,0;49,5;0,0;99,0;0,0;0,0;0,0;0,0;0,0
107,318;334,0;267,0;452980,0;12041,5;80249,0;1408,5;768072,0;37284,0;3597,0;199,0;399,0;649,0;399,0;299,0;31085,0;49,5;49,5;24584,7;49,5;3297,0;0,0;0,0;99,0;49,5;0,0;0,0;0,0;0,0;0,0
108,712;10296,0;7688,3;92704496,0;60345,7;6479806,0;235340,3;786224,0;105928,0;8393,5;75245,0;2997,0;64989,5;28885,0;19587,5;46584,5;23536,0;144440,0;65952,0;173460,0;84753,0;18238,5;26985,5;79148,0;377868,0;231448,0;243044,0;258558,0;330520,0;284828,0
