"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"16",54.8,NA,1.30090558531044e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.47797252773248e-07,0.00454958856700393,1.46107611463462e-08,NA,NA,NA,6.69465856304996e-06,NA,NA,0
"17",56.6,NA,2.44650300465656e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.47197286977923e-07,0.0048736979516699,NA,NA,NA,NA,6.67069672455267e-06,NA,0,0
"18",58.3,NA,2.33608405817196e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.51300794247859e-07,0.00625395946189949,1.73033233222238e-08,NA,NA,NA,6.8533557884307e-06,NA,0,0
"19",60.1,NA,2.19755924911224e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.58652844481352e-07,0.00449403102942317,NA,NA,NA,NA,6.59649485767795e-06,NA,0,0
"20",61.9,NA,2.15982021585936e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.69518799855097e-07,0.00788730509811282,1.93615774319874e-08,NA,NA,NA,7.71816255911066e-06,NA,0,0
"21",63.6,NA,1.42988238682925e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.19565916849471e-07,0.00474839269496729,1.38242122147454e-08,NA,NA,NA,5.42884975802771e-06,NA,0,0
"22",65.4,NA,2.2316575175038e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.77846319583668e-07,0.0051465171437549,2.27544395482572e-08,NA,NA,NA,7.08974552314282e-06,NA,0,0
"23",67.2,NA,1.51390742391462e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.84892821078888e-07,0.00378416378030986,NA,NA,NA,NA,6.13618856387603e-06,NA,0,0
"24",68.9,NA,2.32511869397313e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.06757509794944e-07,0.00404464200601042,NA,NA,NA,NA,5.87937347438354e-06,NA,0,0
"25",70.7,NA,2.06181657306377e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.51957559469658e-07,0.00420676594833723,1.47908071066428e-08,NA,NA,NA,6.77715571824736e-06,NA,0,0
"26",72.5,NA,1.43421468213535e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.43364663923913e-07,0.00401150464467377,3.05601577303443e-08,NA,NA,NA,6.20546608751544e-06,NA,0,0
"27",74.2,NA,2.13685103890359e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.28194822741576e-07,0.00591642775889478,1.91494222081895e-08,NA,NA,NA,6.67892611648652e-06,NA,0,0
"28",76,NA,1.80659710352971e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.69080617526924e-07,0.00523078995086151,1.34770628538705e-08,NA,NA,NA,6.8032226786323e-06,NA,0,0
"29",77.8,NA,1.52984944130362e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,3.03612465319602e-07,0.00440686763901675,1.79447008709862e-08,NA,NA,NA,6.59690516291349e-06,NA,0,0
"30",79.5,NA,1.66572713960775e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.51092456957061e-07,0.00460737611251275,2.62972746807823e-08,NA,NA,NA,6.75297462318971e-06,NA,0,0
"31",81.3,NA,1.19558495576483e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.34815618025619e-07,0.00584598346559767,1.51279201062446e-08,NA,NA,NA,6.42209193564786e-06,NA,0,0
"32",83.1,NA,2.41351843232726e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.27663672678255e-07,0.00491500105736232,1.99947279764221e-08,NA,NA,NA,5.98189369968988e-06,NA,0,0
"33",84.8,NA,1.18987104664553e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.10279270716626e-07,NA,1.96811491359948e-08,NA,NA,NA,5.8831951768997e-06,NA,0,0
