"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",28.3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1.09903060301582e-07,0.00488200858884061,3.98153175210466e-08,NA,NA,NA,7.56433648563109e-06,NA,0,0
"2",30.1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1.37985850500027e-07,0.00589901943107452,1.62353137744171e-08,NA,NA,NA,5.8466944596562e-06,NA,0,0
"3",31.8,NA,2.66202227328611e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.81000230331813e-07,0.00465541547960098,1.8579668715539e-08,NA,NA,NA,8.93928017707222e-06,NA,0,0
"4",33.6,NA,2.83153171962578e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.88137195481065e-07,0.00462233690008645,1.16746967429733e-08,NA,NA,NA,6.11397162673622e-06,NA,0,0
"5",35.4,NA,3.57851501486296e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.8027781257278e-07,0.00437991916245475,2.08216283872087e-08,NA,NA,NA,7.37182173952067e-06,NA,0,0
"6",37.1,NA,1.96058902758014e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.63553064642649e-07,0.00338445011887539,1.32881688794628e-08,NA,NA,NA,4.00992596539001e-06,NA,0,0
"7",38.9,NA,2.18955084735375e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.09923630306781e-07,0.00361630642901413,2.33236419731806e-08,NA,NA,NA,6.1876990576771e-06,NA,0,0
"8",40.7,NA,1.48681125271964e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.41340957554696e-07,0.00510929903893873,2.62558231412908e-08,NA,NA,NA,6.74233012874394e-06,NA,0,0
"9",42.4,NA,1.8047659406624e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.8245702848277e-07,0.00569778760214651,2.20524645615632e-08,NA,NA,NA,4.34878710992724e-06,NA,0,0
"10",44.2,NA,1.2376820977414e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.36812146080198e-07,0.00580976752001693,2.37663216461462e-08,NA,NA,NA,5.39006007733599e-06,NA,0,NA
"11",46,NA,1.5101276956449e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.94914164953811e-07,0.00546580131364684,4.02969603755914e-08,NA,NA,NA,7.6994891164501e-06,NA,0,0
"12",47.7,NA,1.99466427532692e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.30991609732534e-07,0.00344748075344412,3.62598655589569e-08,NA,NA,NA,5.80858485368297e-06,NA,0,0
"13",49.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"14",51.3,NA,1.52260424914066e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.99158299563264e-07,0.00463057207282169,2.44839506458197e-08,NA,NA,NA,6.53819454465503e-06,NA,0,0
"15",53,NA,1.95649079460954e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,3.07668707914537e-07,0.00422650003318065,NA,NA,NA,NA,6.79147772200286e-06,NA,0,0
