"","Temps","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",28.3,-1043.05,2750.275,1829.9625,8115845.7,-4746.7875,-634.8125,242.975,11253.3,987.774999999998,-0.475000000000136,73.9750000000001,579.025,3495623.025,192.1875,-110.8,-473.15,85,50456.5625,-50.7375,0,0
"2",30.1,-1323.85,2429.475,5382.1625,8252553.4,-4746.7875,-1146.3125,-7.22500000000036,7665.10000000001,626.775,-185.975,13.7750000000001,739.225,4294973.025,79.6875,-90.6,389.25,-25,39656.2625,-95.6375,0,0
"3",31.8,-1805.05,1386.275,1829.9625,8342436.3,-4746.7875,-534.5125,493.975,7629.29999999999,-536.425000000001,179.725,-36.2249999999999,980.225,3426443.825,92.1875,-110.8,-473.35,195,61292.6625,-195.8375,0,0
"4",33.6,-822.65,2028.475,8970.2625,11476340.4,1233.4125,-885.5125,920.275,11253.3,-295.825000000001,114.725,565.575,1401.625,4680123.225,79.6875,-90.8,-152.35,25,57668.6625,-156.0375,0,0
"5",35.4,-982.65,2790.275,9006.1625,12491061.8,-4746.7875,-1346.9125,343.275,11253.3,626.974999999999,-120.875,154.175,1461.825,4826782.425,154.6875,-10.8,-11.9499999999998,135,75681.0625,200.0625,0,0
"6",37.1,-1444.05,2008.275,8970.2625,16409366.2,-4746.7875,-1261.5125,293.475,4041.10000000001,1027.775,99.7249999999999,554.975,1742.225,4899730.525,129.6875,89.6,7.85000000000014,255,54080.5625,174.7625,0,0
"7",38.9,-1363.85,1647.275,5382.1625,12052198.2,-4746.7875,-1436.8125,-479.025,-6759.10000000001,326.174999999999,591.225,-61.425,860.025,3845242.725,167.1875,-10.8,-72.1499999999999,45,61292.6625,-95.8375,0,0
"8",40.7,-601.65,845.075,-1794.0375,9105307.3,2429.5125,-1286.8125,769.475,-3135.10000000001,365.775,59.7249999999999,33.7750000000001,1426.525,4104386.025,142.1875,-185.8,-92.1499999999999,15,50456.5625,204.7625,0,0
"9",42.4,-1123.25,684.475,-1794.0375,6075638.1,-4746.7875,-158.5125,-2003.425,-6759.10000000001,1308.775,-210.975,-36.2249999999999,719.625,3054150.425,79.6875,-110.8,8.05000000000018,30,21715.6625,-95.8375,0,0
"10",44.2,-60.0500000000011,503.875,5382.1625,6521821.3,1233.4125,-1111.0125,2048.275,4041.10000000001,606.574999999999,114.725,-247.225,579.225,3342873.325,92.1875,-30.8,-372.95,-15,28891.8625,-0.9375,0,33.3
