"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",30.1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.477634252655967,1.93133768522399e-05,NA,NA,NA,0.0128933060323773,NA,0,NA
"2",31.8,NA,0.000439809791595521,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.554409639530775,2.82515400474303e-05,NA,NA,NA,0.0138639955644185,NA,0,NA
"3",33.6,NA,0.000413166744177186,NA,1,NA,NA,NA,NA,NA,NA,0.000170985994215163,0.000101811755866868,0.506112297641288,1.70500046992724e-05,NA,NA,NA,0.0137656222789717,NA,0,NA
"4",35.4,NA,0.00029274044462648,NA,1,NA,NA,NA,NA,NA,NA,0.000175856717626698,NA,0.446336642037275,2.17351944695367e-05,NA,NA,NA,0.0142189000256653,NA,0,NA
"5",37.1,NA,0.00034236798576937,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000101691806987447,0.404057191935862,1.65318362678792e-05,NA,NA,NA,0.0102963058991883,NA,0,NA
"6",38.9,NA,0.000417440024853858,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71051476558342e-05,NA,NA,NA,0.01418395304454,NA,0,NA
"7",40.7,NA,0.000362965206574981,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.455886145485091,1.9165390895624e-05,NA,NA,NA,0.0127945129398104,NA,0,NA
"8",42.4,NA,0.000235459809594909,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.457793997776121,2.08196620758725e-05,NA,NA,NA,0.0126739724117616,NA,0,NA
"9",44.2,NA,0.000245208552784806,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.438440885487804,3.14743403958625e-05,NA,NA,NA,0.0133067151644241,NA,0,NA
"10",46,NA,0.000367917907024263,NA,1,NA,NA,0.00026936450546776,NA,NA,NA,NA,NA,0.576499662964251,NA,NA,NA,NA,0.0121994591398414,NA,0,NA
"11",47.7,NA,0.000283519595195057,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.36665742678158,2.17367631498796e-05,NA,NA,NA,0.0110283122944264,NA,NA,NA
"12",49.5,NA,0.000272041288350922,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000130949705436759,0.527378096378833,2.69362955311927e-05,NA,NA,NA,0.0138223082457129,NA,0,NA
"13",51.3,NA,0.000404902699390748,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000133757473244387,0.580447495536421,1.63517504064687e-05,NA,NA,NA,0.0116409254965762,NA,0,NA
"14",53,NA,0.000286826522664221,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000126743630499892,0.511553953641771,NA,NA,NA,NA,0.0130545678816178,NA,0,NA
"15",54.8,NA,0.000250299389594461,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.447489469996379,2.94522316656508e-05,NA,NA,NA,0.0121810469342453,NA,0,NA
"16",56.6,NA,0.00030836482493323,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119762822178642,NA,0,NA
"17",58.3,NA,0.000280459258830377,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000171349064839933,0.448438630218749,2.82444511153496e-05,NA,NA,NA,0.0136440914566282,NA,0,NA
"18",60.1,NA,0.000195847902856738,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.465352679487534,NA,NA,NA,NA,0.0112414786217572,NA,0,NA
"19",61.9,NA,0.000331184499318467,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000155582293221375,0.449075663563856,3.10329672584446e-05,NA,NA,NA,0.0150093094997502,NA,0,NA
"20",63.6,NA,0.000219326371044187,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.619349850217066,1.52678179973718e-05,NA,NA,NA,0.0112921131181728,NA,NA,NA
"21",65.4,NA,0.000215232850874721,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.459782111262158,2.37248741515275e-05,NA,NA,NA,0.0100744577971861,NA,0,NA
"22",67.2,NA,0.000222689424678353,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000100974847468251,0.353731696584735,NA,NA,NA,NA,0.00982037158235957,NA,0,NA
