"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"18",60.1,NA,3.13743053024496e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00527460507492735,NA,NA,NA,NA,1.36776157957791e-05,NA,0,NA
"19",61.9,NA,5.30548626842191e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.39665996108768e-07,0.00509011095986122,5.21773635257273e-08,NA,NA,NA,1.82619720772489e-05,NA,0,NA
"20",63.6,NA,3.5135492520705e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00702010755951377,2.56705871294576e-08,NA,NA,NA,1.37392232774359e-05,NA,NA,NA
"21",65.4,NA,3.44797216409294e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00521146468973787,3.98898813928123e-08,NA,NA,NA,1.22576902680764e-05,NA,0,NA
"22",67.2,NA,3.56742446335833e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.5554621865597e-07,0.00400942142209903,NA,NA,NA,NA,1.19485411123173e-05,NA,0,NA
"23",68.9,NA,4.74488600957092e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.12490928456274e-07,0.00569801405793018,4.25807498703052e-08,NA,NA,NA,1.24988333569925e-05,NA,0,NA
"24",70.7,NA,4.1733919064786e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.74757330211356e-07,0.00471042730049125,NA,NA,NA,NA,1.39855855143605e-05,NA,0,NA
"25",72.5,NA,4.66300940115932e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.51714434160906e-07,0.00473554499540065,NA,NA,NA,NA,1.24881790411373e-05,NA,0,NA
"26",74.2,NA,2.73445574149207e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00749971086546156,NA,NA,NA,NA,1.40522120264457e-05,NA,0,1.98487945302995e-08
"27",76,NA,3.91649655278311e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.51774181749812e-07,0.00342207927639297,2.58579175866873e-08,NA,NA,NA,1.08248178861227e-05,NA,0,NA
"28",77.8,NA,3.5749648106598e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.94191311186792e-07,0.00519568103748698,NA,NA,NA,NA,1.27833538206129e-05,NA,0,NA
"29",79.5,NA,2.31452445416239e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00410755816061931,NA,NA,NA,NA,1.26395535303098e-05,NA,NA,NA
"30",81.3,NA,2.57531458805604e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00451205932144394,NA,NA,NA,NA,1.18598109565733e-05,NA,0,NA
"31",83.1,NA,2.12152296888272e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00510877143871831,NA,NA,NA,NA,1.37195636753821e-05,3.83393350385733e-07,0,NA
"32",84.8,NA,3.4507520277742e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0043962021054496,NA,NA,NA,NA,1.43213850342282e-05,NA,0,NA
