"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",30.1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00541381228489474,3.247259846396e-08,NA,NA,NA,1.56874101870321e-05,NA,0,NA
"2",31.8,NA,7.0456341248741e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00628403365266537,4.75008033534172e-08,NA,NA,NA,1.68684575316891e-05,NA,0,NA
"3",33.6,NA,6.6188196981187e-06,NA,1,NA,NA,NA,NA,NA,NA,3.50635172829833e-06,1.56835430177752e-07,0.00573660067147715,2.86670715661975e-08,NA,NA,NA,1.67487658035648e-05,NA,0,NA
"4",35.4,NA,4.68962289108834e-06,NA,1,NA,NA,NA,NA,NA,NA,3.60623399953633e-06,NA,0.00505906513702347,3.65445280721839e-08,NA,NA,NA,1.73002732232429e-05,NA,0,NA
"5",37.1,NA,5.48464270213318e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.56650655502735e-07,0.0045798427925521,2.77958476710669e-08,NA,NA,NA,1.25276150000718e-05,NA,0,NA
"6",38.9,NA,6.68727650089132e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55733134018026e-08,NA,NA,NA,1.72577528932101e-05,NA,0,NA
"7",40.7,NA,5.81460461875882e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00516730532037077,3.22237818751129e-08,NA,NA,NA,1.55672076755234e-05,NA,0,NA
"8",42.4,NA,3.77200258207062e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00518893013918037,3.50051952031751e-08,NA,NA,NA,1.54205448488663e-05,NA,0,NA
"9",44.2,NA,3.9281748160816e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00496956957934861,5.29194674453992e-08,NA,NA,NA,1.61904090775569e-05,NA,0,NA
"10",46,NA,5.8939455428641e-06,NA,1,NA,NA,5.708915643195e-06,NA,NA,NA,NA,NA,0.00653441611492129,NA,NA,NA,NA,1.48431999602001e-05,NA,0,NA
"11",47.7,NA,4.5419073725714e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00415592992005912,3.65471655771258e-08,NA,NA,NA,1.34182542630191e-05,NA,NA,NA
"12",49.5,NA,4.35802799575392e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.01720844601479e-07,0.00597764084356118,4.52894134248478e-08,NA,NA,NA,1.68177361677123e-05,NA,0,NA
"13",51.3,NA,6.4864319317036e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.06046057031018e-07,0.0065791633757366,2.74930598203788e-08,NA,NA,NA,1.41636266728557e-05,NA,0,NA
"14",53,NA,4.5948834578484e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,1.9524161667277e-07,0.00579827988301143,NA,NA,NA,NA,1.58836190391452e-05,NA,0,NA
"15",54.8,NA,4.00972864738706e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00507213202687205,4.95195894567389e-08,NA,NA,NA,1.48207976515208e-05,NA,0,NA
"16",56.6,NA,4.93992124545169e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45716584400854e-05,NA,0,NA
"17",58.3,NA,4.49288161021544e-06,NA,1,NA,NA,NA,NA,NA,NA,NA,2.63953843698239e-07,0.00508289041625395,4.74888843582691e-08,NA,NA,NA,1.66008980762588e-05,NA,0,NA
