"","Temps","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",30.1,-804.8,6336.4625,26973.475,4057842.025,-4934.175,-78.2624999999998,930.75,70881.1,-22.5500000000011,-71.8875,45.8625,312.3875,2024942.75,26.5625,-78.875,85.225,51.5625,31213.25,-35.25,0,0
"2",31.8,-1526.8,6075.6625,23464.775,4511839.225,-4934.175,-329.0625,-443.150000000001,70881.1,-644.150000000001,-66.9875000000001,386.6625,352.1875,2327905.95,39.0625,-108.875,165.425,71.5625,38230.75,4.75,20,0
"3",33.6,-965.2,5774.8625,26973.475,5271799.325,3837.725,-404.0625,78.4499999999998,63828.6,-2.55000000000109,3.11249999999995,346.6625,472.7875,2182951.55,1.5625,71.425,-55.175,21.5625,34722.05,31.45,20,0
"4",35.4,-925.400000000001,5313.6625,26973.475,6446915.225,-4934.175,72.2375000000002,-483.150000000001,67337.3,177.849999999999,93.4124999999999,482.3625,523.0875,3049976.95,76.5625,-28.875,-35.175,141.5625,52300.85,-55.25,0,0
"5",37.1,-1426.6,3147.4625,23464.775,5704568.425,-4934.175,-880.5625,-498.25,63828.6,-704.35,113.6125,186.0625,813.5875,2140140.65,101.5625,-53.875,-14.975,161.5625,31213.25,90.05,0,0
"6",38.9,-1426.6,2485.6625,27008.575,3779913.925,-4934.175,-880.5625,1030.95,63828.6,-1286.35,153.9125,-74.9375,392.3875,1868681.95,76.5625,146.425,180.525,41.5625,24195.75,-60.25,0,0
"7",40.7,-1948,2405.4625,26973.475,3368232.125,-4934.175,949.5375,77.9499999999998,79653,-1105.55,-47.0875000000001,-134.7375,713.3875,2005463.15,89.0625,11.125,45.025,11.5625,27704.55,-55.25,0,0
"8",42.4,-1005.4,1904.0625,30482.275,4237314.625,-4934.175,-128.2625,328.95,60354.9,-824.75,103.4125,126.0625,191.9875,1560192.15,26.5625,-28.875,185.625,-48.4375,27704.55,4.75,0,0
"9",44.2,-1105.4,1522.8625,26973.475,4173946.725,-4934.175,-780.0625,228.95,63863.6,-1707.15,-46.9875000000001,106.0625,352.1875,2086798.75,14.0625,91.325,5.02499999999998,91.5625,24195.75,65.05,0,0
"10",46,-764.6,1382.6625,26973.475,3737703.625,-4934.175,-529.5625,78.25,63828.6,-925.150000000001,454.6125,29521.3625,252.1875,1858037.15,89.0625,-68.875,-316.175,51.5625,20687.05,14.75,0,0
"11",47.7,-1065.4,1583.2625,26973.475,4166929.025,-4934.175,-905.5625,-21.75,56811.1,-102.550000000001,-147.3875,55.8625,633.1875,1977666.75,60.9625,-28.875,-75.375,-70.9375,24195.75,-35.25,0,0
"12",49.5,-1246,1322.4625,23464.775,3896018.525,-548.275,-504.5625,-222.55,63828.6,-2028.15,-106.9875,-174.7375,352.3875,1891797.15,64.0625,-28.875,25.025,81.5625,27704.55,65.05,0,0
"13",51.3,-1426.6,1202.0625,26973.475,4346366.625,913.725,-354.0625,-743.95,75310.9,-1486.55,173.6125,-114.5375,311.9875,2077813.15,14.0625,-88.875,-55.175,51.5625,31213.25,90.05,0,0
"14",53,-1406.4,1583.0625,30517.275,4617277.225,-4934.175,-404.2625,-1105.15,60319.8,-183.150000000001,-21.5875000000001,-154.7375,372.1875,2491892.35,101.5625,-28.875,105.025,151.5625,24195.75,14.75,0,0
"15",54.8,-1707.2,1182.2625,33113.775,4571558.225,913.725,-228.7625,-47.0500000000002,56811.1,-263.35,404.1125,-54.5374999999999,412.5875,1822542.75,151.5625,21.125,185.625,79.0625,31213.25,65.05,0,0
"16",56.6,-985.2,781.0625,23464.775,4451909.725,-4934.175,-1081.2625,-482.95,60319.8,-1366.35,33.4124999999999,-54.5374999999999,131.3875,1986926.75,26.5625,-48.875,-235.775,61.5625,27704.55,165.05,0,0
"17",58.3,-945,1121.8625,27008.575,4198683.125,-548.275,-454.2625,-748.75,56811.1,-483.75,-106.9875,-155.1375,191.9875,1909205.15,26.5625,96.425,-115.575,-48.4375,24195.75,-55.25,0,0
"18",60.1,-1827.6,1041.6625,26973.475,4261946.025,913.725,-805.2625,178.75,60319.8,-1065.35,-187.3875,30.8625,392.3875,1742648.35,14.0625,-103.875,-55.375,51.5625,24195.75,-35.25,0,0
"19",61.9,-2389.4,961.2625,23464.775,4177490.425,-4934.175,-303.7625,-122.25,60319.8,-1667.35,78.1125,-69.9375,372.1875,2285077.75,14.0625,-28.875,30.025,-28.4375,27704.55,-60.25,0,0
"20",63.6,-1426.6,800.8625,26973.475,3991000.425,-4934.175,-1055.7625,-382.75,63828.6,-2609.75,128.6125,-74.5375,572.7875,1878337.95,126.5625,71.425,205.625,91.5625,27704.55,4.94999999999999,0,0
"21",65.4,-945.2,901.2625,23499.775,4543312.925,-4934.175,-780.0625,880.75,128073.8,-1707.15,-247.5875,26.0625,592.9875,1269282.95,1.5625,-53.875,205.425,101.5625,27704.55,84.95,66.7,0
"22",67.2,-1165.8,440.0625,26973.475,4195069.225,-4934.175,-629.7625,1005.95,56811.1,-2890.55,-66.7875,85.8625,352.3875,1657954.05,-10.9375,96.425,-35.175,-8.4375,27704.55,84.95,0,0
"23",68.9,-1326.2,941.2625,30482.275,4247841.025,-548.275,-554.7625,-322.95,60319.8,-1225.95,193.6125,-119.6375,211.7875,1677766.15,89.0625,-78.875,-35.175,41.5625,20687.05,44.75,0,0
