Temps;Li7;B11;Na23;Mg24;Al27;Ca43;Cr52;Mn55;Fe57;Co59;Ni62;Cu63;Cu65;Zn66;Zn68;As75;Rb85;Sr86;Y89;Zr90;Cd111;Sn117;Sb121;Cs133;Ba138;La139;Ce140;Pr141;Pb208
149,130;601,3;1403,3;11412882,0;371899,1;68091,0;4263119,0;753800,0;39234,0;4946,0;1948,0;749,0;2098,0;449,0;2797,5;29085,0;449,0;199,0;1726965,4;49,5;2497,5;99,0;99,5;49,5;99,0;47534,0;0,0;99,0;0,0;199,5
150,523;668,0;668,0;10707305,0;171911,7;69942,0;3024522,8;713976,0;39234,0;5745,0;2847,0;749,0;1448,5;399,0;1748,5;28835,5;299,0;299,0;1691429,4;0,0;2597,5;0,0;99,0;0,0;0,0;45984,0;0,0;0,0;0,0;0,0
151,917;668,0;935,3;10562662,0;164120,3;69741,0;2996757,3;704528,0;37934,0;5195,5;2098,0;549,0;1148,5;99,5;998,5;28935,5;49,5;399,0;1593237,4;49,5;2697,5;0,0;0,0;0,0;49,5;43934,0;0,0;0,0;0,0;49,5
153,311;401,0;734,7;10193962,0;159646,5;70292,0;3055925,3;707624,0;38534,0;6045,0;2098,0;399,0;1098,5;299,0;599,0;24786,0;0,0;449,0;1534810,6;0,0;2797,0;99,0;49,5;99,5;49,5;38284,0;0,0;0,0;0,0;49,5
154,705;668,3;1537,0;10609528,0;165334,0;67690,0;3141450,8;708984,0;37134,5;4995,5;2148,0;649,0;999,0;549,0;449,0;26535,0;0,0;99,5;1552453,4;99,5;2248,0;99,5;49,5;49,5;0,0;34184,0;0,0;0,0;0,0;0,0
156,098;1069,3;935,7;10856498,0;161526,5;67090,0;3057514,8;709544,0;40334,0;5345,5;2297,5;549,0;499,0;149,5;349,5;26436,0;149,5;499,0;1598544,0;99,5;2147,5;149,0;49,5;0,0;99,5;27785,0;0,0;0,0;0,0;49,5
157,492;735,0;1470,3;11537598,0;157521,6;68241,0;2949824,0;722856,0;39084,0;4846,0;1598,5;749,0;1048,5;349,0;699,0;29086,0;0,0;199,0;1417882,6;49,5;2547,5;99,0;0,0;99,5;49,5;24586,0;0,0;0,0;0,0;99,5
158,886;735,0;1069,0;6912175,5;96359,4;68491,0;1876490,6;739160,0;36034,5;5545,5;1948,0;549,0;949,0;499,0;549,0;25435,5;0,0;449,0;776005,3;0,0;2447,5;0,0;149,0;0,0;0,0;9892,5;0,0;49,5;0,0;99,5
160,279;334,0;534,3;2458560,0;33134,0;67791,0;550002,7;797536,0;32735,0;4146,0;1998,0;399,0;549,0;549,0;349,0;23986,0;99,5;99,0;179190,0;99,0;2348,0;0,0;0,0;0,0;99,5;2048,0;49,5;0,0;0,0;49,5
161,673;200,3;333,7;809552,0;14890,0;66990,0;93013,7;864696,0;33134,5;4446,5;2247,5;449,0;849,0;249,0;749,0;25935,5;0,0;0,0;52384,5;0,0;3297,0;199,0;49,5;0,0;49,5;349,0;0,0;0,0;0,0;0,0
