"","Temps","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",28.3,NA,2666.275,64282.7375,9090098.275,NA,NA,NA,255030.45,NA,NA,751.6625,910,3332653.575,98.6625,NA,NA,NA,55164.4625,NA,0,0
"2",30.1,NA,1984.275,60730.5375,8078964.875,NA,NA,NA,258690.35,NA,NA,470.6625,950.4,3449046.775,186.1625,NA,NA,NA,51504.5625,NA,0,0
"3",31.8,NA,1563.075,64318.6375,8629562.275,NA,NA,NA,255102.25,NA,NA,891.8625,990.2,3916465.775,61.1625,NA,NA,NA,65964.6625,NA,0,0
"4",33.6,NA,1824.075,71459.0375,11544052.475,NA,NA,NA,247818.35,NA,NA,NA,990,4345624.475,NA,NA,NA,NA,73212.6625,NA,0,0
"5",35.4,NA,2285.275,67870.8375,13073060.075,NA,NA,NA,269490.65,NA,NA,1198.0625,1050.4,5089400.475,61.1625,NA,NA,NA,105505.8625,NA,0,0
"6",37.1,NA,2305.275,67870.8375,12878798.675,NA,NA,NA,265866.55,NA,NA,NA,1211,3903628.175,173.6625,NA,NA,NA,76800.8625,NA,0,0
"7",38.9,NA,1242.275,64318.6375,9906934.775,NA,NA,NA,237053.95,NA,NA,NA,1131,3093885.775,86.1625,NA,NA,NA,55164.4625,NA,0,0
"8",40.7,NA,1041.675,57142.4375,8813130.575,NA,NA,NA,244266.05,NA,NA,NA,529,2720003.975,111.1625,NA,NA,NA,37152.0625,NA,0,0
"9",42.4,NA,780.675,60730.5375,8924685.375,NA,NA,NA,237053.95,NA,648.125,646.2625,689.6,2604154.275,86.1625,NA,NA,NA,37152.0625,NA,0,0
"10",44.2,NA,981.475,57106.5375,7445767.875,NA,NA,NA,240642.05,NA,NA,721.5625,NA,2622157.275,48.6625,NA,NA,NA,40740.1625,NA,0,0
"11",46,NA,700.475,60658.7375,7391802.475,NA,NA,NA,237053.95,NA,NA,NA,1341.3,2881359.875,61.1625,NA,NA,NA,51540.4625,NA,0,0
"12",47.7,NA,560.275,57106.5375,6333915.775,NA,NA,NA,229877.75,NA,NA,NA,1150.8,2410192.775,148.6625,NA,NA,NA,37152.0625,NA,0,0
"13",49.5,NA,1201.875,60694.6375,6499364.475,NA,NA,NA,229841.85,NA,NA,NA,714.5,2104381.475,1871.0625,NA,NA,NA,29975.7625,NA,0,0
"14",51.3,NA,700.675,57106.5375,5437924.975,NA,NA,NA,229877.75,NA,NA,NA,689.4,2143838.075,NA,NA,NA,NA,37152.0625,NA,0,0
"15",53,NA,680.675,60694.6375,7327001.275,NA,NA,NA,233465.85,NA,NA,NA,829.8,2511109.875,86.1625,NA,NA,NA,47952.2625,NA,0,0
"16",54.8,NA,821.075,57106.5375,7542934.475,NA,NA,NA,244301.95,NA,NA,NA,1015.3,3128263.375,211.1625,NA,NA,NA,55164.4625,NA,0,0
"17",56.6,NA,1021.675,57142.4375,7956716.975,NA,NA,NA,237053.95,NA,NA,NA,1150.6,3452062.775,98.6625,NA,NA,NA,58788.4625,NA,0,0
"18",58.3,NA,1121.875,67870.8375,10266787.575,NA,NA,NA,247854.25,NA,NA,NA,930.2,3577518.075,148.6625,NA,NA,NA,58752.5625,NA,0,0
"19",60.1,NA,961.675,57106.5375,7474544.575,NA,NA,NA,229877.75,NA,NA,771.5625,1150.8,3232282.275,61.1625,NA,NA,NA,55128.5625,NA,0,0
"20",61.9,NA,1402.475,60694.6375,8478466.175,NA,NA,NA,240677.95,NA,NA,NA,1411.4,4897785.575,NA,NA,NA,NA,58788.4625,NA,0,0
"21",63.6,NA,1041.675,60694.6375,9190816.975,NA,NA,NA,240677.95,NA,NA,NA,1231,4828893.375,111.1625,NA,NA,NA,55128.5625,NA,0,0
"22",65.4,NA,1081.875,67897.8375,10702134.675,NA,NA,NA,240642.05,NA,NA,521.0625,1391.4,3496535.975,48.6625,NA,NA,NA,55164.4625,NA,0,0
"23",67.2,NA,881.075,60694.6375,9856557.075,NA,NA,NA,237089.85,NA,NA,NA,1552,6631746.775,61.1625,NA,NA,NA,51540.4625,NA,0,0
"24",68.9,NA,1442.475,60694.6375,8820342.575,NA,NA,NA,244266.05,NA,NA,NA,1050.6,3512663.175,NA,NA,NA,NA,62376.5625,NA,0,0
"25",70.7,NA,1202.075,60694.6375,8557656.175,NA,NA,NA,237053.95,NA,NA,NA,829.8,3456787.375,61.1625,NA,NA,NA,55164.4625,NA,66.7,0
