"","Temps","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"16",28.3,10669.6,3288.8,68282,9092453,5980.2,4061,11281,262543.1,15122,1062.4,2085.4,1624,3373276.8,137.5,160.2,1604,400,57481.8,400.8,0,0
"17",30.1,11070.4,2606.8,64729.8,8081319.6,4485.2,3890,11005.5,266203,15884,1243.2,1804.4,1664.4,3489670,225,140,1804.8,390,53821.9,240.2,0,0
"18",31.8,10669.2,2185.6,68317.9,8631917,0,4462,12409.3,262614.9,14941.2,1202.8,2225.6,1704.2,3957089,100,225.3,1323,260,68282,250.3,0,0
"19",33.6,10368.4,2446.6,75458.3,11546407.2,0,3308.8,11110.4,255331,15523,927,1463.6,1704,4386247.7,50,220.2,1744.2,370,75530,420.6,0,0
"20",35.4,10669.4,2907.8,71870.1,13075414.8,4485.2,3529.4,11732.3,277003.3,16325,842,2531.8,1764.4,5130023.7,100,100,1383.4,450,107823.2,450.5,0,0
"21",37.1,11150.8,2927.8,71870.1,12881153.4,8970.3,3108,12033,273379.2,14800.8,1303,1624.2,1925,3944251.4,212.5,200.2,1564,250,79118.2,440.8,0,0
"22",38.9,10930.2,1864.8,68317.9,9909289.5,0,3148.4,9285.4,244566.6,17227.6,982.4,1684.2,1845,3134509,125,160,1283.2,230,57481.8,180,0,0
"23",40.7,9807,1664.2,61141.7,8815485.3,0,3158.5,12158.5,251778.7,15322.6,1403.6,1664.2,1243,2760627.2,150,120,1283,250,39469.4,460.6,0,0
"24",42.4,10067.6,1403.2,64729.8,8927040.1,5980.2,4361.8,12334,244566.6,14179.2,1704.3,1980,1403.6,2644777.5,125,75,1283.2,350,39469.4,380.4,0,0
"25",44.2,10910.2,1604,61105.8,7448122.6,5980.2,3559.3,11431.5,248154.7,14460,1253,2055.3,942,2662780.5,87.5,200.3,1423.8,320,43057.5,380.6,0,0
"26",46,10068,1323,64658,7394157.2,7176.3,4211.3,10528.8,244566.6,14740.6,982.4,1679,2055.3,2921983.1,100,100,1102.4,200,53857.8,450.8,0,0
"27",47.7,11010.4,1182.8,61105.8,6336270.5,4485.2,3935.5,11456.5,237390.4,14800.8,962.4,1483.6,1864.8,2450816,187.5,125,1082.8,250,39469.4,501,0,0
"28",49.5,9927.4,1824.4,64693.9,6501719.2,0,3233.5,11306.3,237354.5,15864,761.6,1423.4,1428.5,2145004.7,1909.9,100,1222.8,340,32293.1,400.4,0,0
"29",51.3,9746.8,1323.2,61105.8,5440279.7,0,3409,12359.3,237390.4,15422.6,1102.4,1684.2,1403.4,2184461.3,62.5,150,1543.8,380,39469.4,375.5,0,0
"30",53,10809.8,1303.2,64693.9,7329356,0,3609.4,12559.5,240978.5,14580.2,1082.4,1543.8,1543.8,2551733.1,125,240.2,1303,310,50269.6,240.2,0,0
"31",54.8,11712.4,1443.6,61105.8,7545289.2,0,4286.5,11607,251814.6,14460.2,1002.2,1483.4,1729.3,3168886.6,250,160.2,1243,140,57481.8,300.3,0,0
"32",56.6,10168,1644.2,61141.7,7959071.7,8970.3,4261.5,11682,244566.6,15703.4,761.6,1478.5,1864.6,3492686,137.5,140,942.2,210,61105.8,300.3,0,0
"33",58.3,10188,1744.4,71870.1,10269142.3,4485.2,3609.8,12133.5,255366.9,16606,962.4,1603.8,1644.2,3618141.3,187.5,240,1483.6,140,61069.9,325.5,0,0
"34",60.1,9566.2,1584.2,61105.8,7476899.3,0,3734.8,12158.5,237390.4,15061.6,1303.3,2105.3,1864.8,3272905.5,100,250.3,1363.6,300,57445.9,380.4,0,0
"35",61.9,10248.2,2025,64693.9,8480820.9,0,3083.3,12509.5,248190.6,15904,1283.2,1624.2,2125.4,4938408.8,50,100,1383.4,270,61105.8,280.4,0,0
"36",63.6,10007.4,1664.2,64693.9,9193171.7,0,3434,12685,248190.6,15222.2,801.8,1679,1945,4869516.6,150,260.4,1443.8,360,57445.9,140.2,0,0
"37",65.4,10689.4,1704.4,71897.1,10704489.4,0,3484.3,10428.6,248154.7,15964.4,1403.3,1854.8,2105.4,3537159.2,87.5,66.7,1824.6,250,57481.8,400.4,0,0
"38",67.2,10328.4,1503.6,64693.9,9858911.8,0,4161.3,11732.3,244602.5,15242,1027,1579,2266,6672370,100,150,1302.8,270,53857.8,420.4,0,0
"39",68.9,9766.8,2065,64693.9,8822697.3,0,4361.5,10509,251778.7,15964.2,922,1664,1764.6,3553286.4,50,175.3,1303.4,300,64693.9,380.4,0,0
"40",70.7,10027.6,1824.6,64693.9,8560010.9,0,4061,11381.5,244566.6,14078.8,1203,1563.8,1543.8,3497410.6,100,375.5,1423.4,340,57481.8,380.4,66.7,0
"41",72.5,9365.6,1944.8,61034,9196831.6,0,3835.5,11973,244602.5,15643.2,1022.4,1243.2,1604,3575167,62.5,240.2,1182.6,310,53857.8,380.6,20,0
"42",74.2,9566.2,2025,61069.9,9675379.7,5980.2,4036,11507,241014.4,15302.6,927,1804.6,1885,3443524.5,187.5,100,1443.8,290,64658,501,0,0
"43",76,9987.4,1804.6,61105.8,9553096.2,13455.5,3734.8,10689.4,233766.3,13858.4,977.3,2185.6,2105.5,3899163.9,75,267,982.4,330,61069.9,461,0,0
"44",77.8,8804.2,1764.4,61069.9,9452305.3,0,3328.8,12735.3,248190.6,14861,1042.4,1754.5,1985.2,4525738.2,87.5,233.7,1162.6,260,71870.1,380.6,0,0
"45",79.5,10027.4,1463.4,64693.9,11057023.2,0,3108.4,12760.5,241014.4,15161.8,1242.8,1303.2,1965.2,4489271.5,75,200.4,1343.4,330,61069.9,300.4,20,25
"46",81.3,9887.2,1443.4,64658,9139349.2,10764.4,3790.2,11707.5,240978.5,14520.4,1062.4,1483.6,1844.8,3851610.2,175,200.3,922,300,64693.9,320.4,0,0
"47",83.1,10729.6,1844.8,64658,10528097.4,0,3935.8,12058.3,240978.5,14901.2,1142.4,2105.5,1644.2,3684342,187.5,175,1328,320,61069.9,175.3,0,0
"48",84.8,10007.4,2105.4,61105.8,8880179.5,4485.2,3810.3,12935.8,240978.5,13477.4,1222.8,1554,1764.4,3841346.8,125,175,1323.2,380,61105.8,320.6,0,25
