Temps;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
44.2;85960.2;24488;81705.6;1230300.7;21277.5;344660.8;33513.4;472892.4;93019.2;66164.8;32049.2;279660;113577.6;326597.5;28659.6;20757.6;105053.6;405371.8;232508;318128.8;306034.4
46;82810.8;32149.4;76478.8;1151727.7;21687.5;339005.6;34175;445339.8;83793.8;65924;29522;279360;110408.4;326573.5;28018;21299;106044.8;407065.7;226532.8;318709.6;307456.8
47.7;81066.2;44724.8;79350.9;1191271.8;18001.6;325788.8;32069.2;461992.1;83552.8;65241.8;32611;271196.8;113877.2;323732.5;29080.8;20497;101660.8;411515.9;216804.8;303124.8;303526.4
49.5;82931.6;23766;75004.8;1140800.9;14266.3;326811.2;34375.6;457732.6;80263.8;62975.8;28960.6;271137.6;105956;312947.5;27656.8;19634.6;107376.4;396851.8;222139.2;305190.4;293136.8
51.3;78799.8;22181.4;79054.7;1118531.3;14347.5;309042.4;30465;435159.7;75270;61792.4;27456.4;260546.4;105554.4;313710;25531;18150.4;99118.4;388351;216043.2;301100;295240.8
53;76473;23204.4;75543.7;1105783.5;14368.8;310104.8;30524.8;428512.4;77475.8;59566.2;26032.4;253628.8;104411.2;300133.5;28178.4;19273.4;99027.6;374557.4;213615.2;298514.4;287340.8
54.8;76593.4;28178.6;77800.3;1090617.7;13243.4;307718.4;30565;421350.7;75831.8;61350.6;25410.8;245364;104932.4;296943.5;27537;17368.2;95454.8;368130.5;207680;290852;283630.4
56.6;74648.6;21700.4;77896.7;1070753;13259.8;299716;31246.8;418266.4;76874.6;60268.4;25089.6;249976.8;103930.4;300008.5;24929.2;18371;97256;372192.8;210286.4;283993.6;272479.2
58.3;74447.4;22442.4;75033.9;1051330.7;14265;291511.2;30705.4;404020.5;76212;58262.4;25210.2;244823.2;104832.4;295718;25751.6;17428.4;98117.6;375419.1;211670.4;287120;277815.2
60.1;77135.4;22623;78702.2;1060353.7;17862.5;296387.2;30484.8;397583.5;73124;58222.6;22362.2;248975.2;100179.2;292826.5;27757.2;17428.2;97496.4;365359.6;206877.6;288745.6;275668
61.9;71900.4;21279.2;75303.5;1044370.5;14316.3;285176;29562.2;405436.4;72502.4;56578;26012.4;244621.6;100520.4;286808.5;25290.2;18150.4;92551.6;369502.8;198955.2;285073.6;268188
63.6;70336.2;20436.8;71137.8;989998.1;14206.3;285094.4;28960.6;405908.3;73585.2;53509.2;23826.2;230764;95305.6;274157.5;24307.6;16746.4;89948.8;338144.9;201463.2;274644.8;259382.4
65.4;71960.6;19734.8;75129.7;970755.4;14290;262772;28860.4;379685.3;68250.4;54431.6;22201.8;226452;93721.6;267915.5;24488;16385.2;89919.2;329527.4;188987.2;262372.8;242094.4
67.2;69273.4;19393.6;72057.9;945135.2;14390;267666.4;26834.6;385939.8;69212.6;53188.6;22502.4;226512.8;92538;264249;23184.2;14620.2;89628.8;346223.4;193259.2;267805.6;251602.4
68.9;70516.6;19975.4;70950;966025.6;13283.2;264637.6;28579.6;387019.8;72120.8;55254.2;23726;226753.6;92758.8;277237.5;24789;16586;90179.2;340900.1;201843.2;270414.4;261650.4
70.7;68410.2;25871.8;75333.4;991227.9;10746.6;274225.6;27636.8;387808;72983.2;55154;22442.2;233111.2;95406;274795.5;25671.4;16525.8;91570.8;337585.4;200498.4;269370.4;249616.8
72.5;71178.6;20657.4;74915.6;963968.2;17803.1;270534.4;29261.6;385544.5;70717.2;50761.6;23244.6;226071.2;99477.6;279788.5;24869.2;15763.8;90109.2;339113.9;195304.8;255212;249115.2
74.2;67328;20316.4;85122.2;914455.9;14306.3;259864.8;27536.6;369316;67428.2;52326;21880.6;214840;85959.2;260044.5;23645.6;15041.6;85074;322571;187302.4;250579.2;248132
76;66946.4;18631.8;73153.3;941059.8;10956.6;256535.2;27235.6;380777.3;67408;48014;21881;208260.8;89710;254475.5;23645.8;15824;82081.4;322196;191936.8;240249.6;236239.2
77.8;66144.4;18210.8;72682.6;916366.7;13600.8;247588.8;27576.6;374547.4;66264.8;50180;22442.2;207178.4;93320;264547.5;23224.6;15823.8;86696;323589.8;188004;255212;242837.6
79.5;64620;18651.6;71976.6;929515.1;10780.3;256315.2;28138.4;367464.9;64880.8;50881.8;22402.4;212653.6;93500.8;256542;23485.2;15282.4;85424.8;316977.1;192156.8;255532.8;242536.8
81.3;61551.6;18411.2;84356.1;888433.3;10633.1;244880.8;29141;348270.3;68009.8;47031.4;21299.2;194261.6;87945.2;238510.8;20998.4;15543;80329.4;291347.6;173063.2;228738.4;216063.2
83.1;57320.2;17267.8;67514.9;853781.3;13304.3;238102.4;25952;345025;60668.8;47131.6;22743.2;198693.6;89429.2;237672;21780.4;15141.8;78367.6;295142.9;173424;229781.6;220716
84.8;61832.6;15502.8;64513.6;828729.7;10734.4;238063.2;25450.6;348008.4;62534.4;48395;22281.8;195866.4;84094.4;233730.5;21981;14780.8;83412;294157.7;180944.8;235476.8;222821.6
86.6;62133.4;18571.4;70966.6;845119.3;7082.5;252102.4;26553.8;362128.2;66645.8;51262.8;21078.4;215000.8;91595.4;253226;22081.4;14720.8;84763.6;298208.7;181245.6;239128;235256
88.4;60890;17929.8;76651.4;883968.1;10929.4;244361.6;25270.4;354293.9;65261.8;50541;20577.4;202785.6;88226.4;244027.5;22041.2;14981.4;83392.4;292178.6;181105.6;232568.8;219232
