Temps;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
1.8;32390.2;1684.2;83685.3;7267.5;0;13397;8543.4;182096.3;7942;1964.8;1423.6;3489.2;60308.2;62.5;100;150.3;430;0;400.6;0;33.3
3.5;33353.2;1583.8;90989.1;9084.4;4542.2;13397;10203;191226.1;8463.2;2255.8;1664.2;3549.6;60107.8;87.5;50;200;350;9084.4;375.8;25;25
5.3;34255.2;1924.8;94659.2;4542.2;0;13296.6;7540.6;191180.7;8042;2381.3;1854.8;3870.4;62013.2;75;180.2;200.2;337.5;4542.2;460.6;0;25
7.1;34075;1704.2;98256.6;7267.5;0;14600.4;8062.2;195768.3;8443;1955;1644.2;4211.2;58824;137.5;200;300.2;475;0;741.6;0;60
8.8;33954.6;1503.8;94659.2;7267.5;0;16245;8443.2;167515.9;7961.8;1965;1403.4;3970.8;61391.2;150;80;360.4;280;0;360.6;25;50
10.6;35138.2;2005.2;94622.9;6056.3;0;13577.4;8082.2;163882.1;9145.2;1945;1503.8;4251.4;58503;25;120.2;320.4;340;0;400.6;75;100
12.4;35037.8;1463.6;94622.9;10901.3;9084.4;15001.6;7159.8;171149.6;8744;1624;1885;3790.2;61371.4;75;150;240.2;512.5;0;475.8;0;0
14.1;34756.8;1644;98256.6;4542.2;0;15201.8;9004.8;167515.9;8623.6;1965.2;1864.6;4311.8;60348.6;50;50;233.7;500;0;475.8;0;0
15.9;34035;1784.6;98292.9;3633.8;0;12574.6;10453.8;171186;8623.4;1563.6;2005.3;4090.8;62373.6;50;180.2;220.2;530;0;520.8;40;0
17.7;36441.4;1724.2;94659.2;4542.2;4542.2;15142;8744;163882.1;9405.8;2330.8;1363.6;4833;61130.6;125;200;140;360;0;380.4;0;66.7
19.4;34977.4;1804.6;94622.9;4542.2;0;16470.8;8202.6;191180.7;8784;1523.8;1563.8;4432;62013;175;80;300.4;310;0;240.2;0;75
21.2;34576.2;2185.6;90989.1;7267.5;3633.8;14099;7841.6;171186;9806.8;2206;1478.8;3950.6;58984.4;212.5;150;400.5;380;4542.2;541.2;0;60
23;33994.6;1885;94622.9;4542.2;4542.2;16796.5;11431.3;195768.3;8724;2130.5;1423.6;3830.4;57540.6;112.5;100;450.5;510;0;676.3;0;0
24.7;34335.6;1463.6;90989.1;7267.5;0;14359.8;9777;195768.3;7921.6;1754.3;1523.8;3288.8;61291;37.5;33.3;440.6;500;6056.3;601.2;250.3;1403.5
26.5;56979;229977.9;NA;499816.8;7385;176966.4;25069.8;525738.2;64941.4;61231;68465.5;221517.6;120997.6;199860.5;22903.8;52286;156114.4;407208.9;424504;335857.6;474347.2
28.3;123885.6;71298.8;176796;1346472;18000;417867.2;45426.6;678636;111150;106336.4;54151;416801.6;191655.2;386119.5;41997.2;41375.4;206484.8;761652;621992;662608;866112
30.1;184455.2;115422.4;207087.4;2332280.5;35618.8;631641.6;67387.2;914262.5;166504.4;183952.8;75651;614630.4;266061.6;603634;70276.4;51644.2;330087.2;1210753;881081.6;1091244.8;1337913.6
31.8;253747.2;104070.8;219428.3;3388094.5;45898.1;945558.4;87985.2;1189468;206816.8;198654.4;76613.6;686252.8;272578.4;597640;56658.2;44102.8;248185.6;899144.5;666617.6;870531.2;1024934.4
33.6;210748;77315.6;177753.7;2503625.5;35465.6;637860.8;64479.8;871177.8;154029.6;165501.6;63216.2;559843.2;236620;555762;57139.4;43220.6;273821.6;1073899.6;758233.6;923760;1201369.6
35.4;222120.8;84315.2;180325.8;2921687.8;38802.5;834710.4;79762.2;993943.7;190090.4;193880.8;67207;786432;331764.8;779883;84014.8;51724.4;343257.6;1192012.8;821353.6;1029331.2;1186643.2
37.1;192196;59846.8;166419;2571634.8;40590;670612.8;63196.6;887961.6;148774.4;151521.2;56076.4;614656;262754.4;621502;65361.8;44644.6;266443.2;1087775.1;721072;924665.6;1094467.2
38.9;232730.4;91374.8;166607.5;2961164.2;42438.8;800035.2;75590.8;950345.3;175669.6;183412.8;58683.8;713827.2;297008.8;714331;84174.8;50440.6;309476.8;1095698.4;708496;907068.8;1079024
40.7;200378.4;56357.4;149893;2514064.5;32051.3;695360;66866;864101.7;160647.6;160327.2;54411.8;630963.2;269649.6;626908;68350.6;43401;287765.6;1099785.6;766134.4;991392;1171584
42.4;223042.4;63637.6;150103.5;2517558.7;32096.3;674820.8;66044.2;858218.1;167948.8;170295.2;57640.8;762668.8;307857.6;786529;88466.6;49137.2;308053.6;1083462.6;709561.6;958710.4;1154614.4
44.2;235096;68109.6;154535.5;2857486.3;38555;806729.6;78298.2;952378.6;186400;187503.2;57399.8;730336;292315.2;715408;75269.6;49437.6;317813.6;1194959.6;794272;1047382.4;1283692.8
46;244100.8;66244.4;160795.6;3178262.8;42783.8;886835.2;85618.4;1061643.7;216664;217306.4;65221.8;828169.6;337824;824480;86922;51022.2;321035.2;1126104.2;733628.8;993510.4;1201836.8
47.7;241755.2;70677.6;161415.7;2939305.8;39369.7;792531.2;75008.8;958115.5;173784;178377.2;57520.6;702620.8;293076;708277;80183.2;51423.6;320795.2;1141148.7;779318.4;1014006.4;1190096
49.5;231727.2;60930.2;158773.8;2812348.7;36003.1;743731.2;68531.2;887981.5;168550.4;160046.4;51263;610104;257517.6;607140;66003.8;40432.6;264723.2;963840.1;673036.8;873216;1023673.6
51.3;190190.4;50882;134623.6;2522849.3;36306.3;708796.8;69594.2;873709.9;153788.8;150600.4;44364;561124.8;239850.4;568588;59145;34415.8;269925.6;993811.2;676307.2;899590.4;1055801.6
53;214338.4;62835.2;141116.8;2601420.8;35200;669371.2;62815.4;790627.2;139308.8;139608.4;40453;539344;238324;561919;57781.4;31808.6;191729.6;642329.6;417884.8;562150.4;609539.2
54.8;138386.4;36662.2;118478.8;1739265.8;25086.3;512068.8;53449.2;700694.8;128698.4;130183.2;41355.2;523038.4;228216;516397.5;55374.4;34897;226384;822900.7;540724.8;742070.4;846848
56.6;169772.8;45627.2;131308.6;2039979.5;25475.6;556748.8;53509.2;726164.5;137644;133672.8;40954.2;502480;226892.8;497028;48756;27717;193020.8;689661.8;493758.4;703481.6;835875.2
58.3;191494.4;56899;137537.2;2569074.2;35193.8;720854.4;70115.6;850387.2;161711.2;149416.8;46188.8;609862.4;268086.4;664745;68190.4;38306.8;282909.6;945761.7;613851.2;870326.4;981017.6
60.1;182810.4;51924.8;135593.4;2372209.2;27750;642571.2;60990;796529.1;145564.8;144703.6;46770.6;601052.8;257840;633462;69754.2;37143.4;266333.6;946066.9;659299.2;924460.8;1046915.2
61.9;194562.4;49598.2;143672.5;2342984.5;32253.8;611368;60749.6;758214;135998.4;141293.6;43982.6;577368;250437.6;607776;61592;34355.6;230138.4;833687.8;521332.8;779897.6;874800
63.6;163396.4;45326.6;126922.7;1925932.4;24624.7;539160;49859.2;663072.7;121659.2;114760;34917.4;438644.8;198875.2;455887;49498;27235.8;185924;645413.5;468246.4;663971.2;769808
65.4;161169.6;43922.2;124673.9;1932142.5;31106.3;544280;52386.2;712919.7;128156.4;124366.4;37263.8;508718.4;232930.4;562819;59726.4;31267;224592.8;752166.9;487118.4;679939.2;766361.6
67.2;160026.4;43140.2;115683;1813463.4;20988.8;494459.2;49437.8;652400.3;117348;113978;34997.6;440288;207518.4;484918;46369.4;27436.4;177756;596220.8;420414.4;616020.8;706652.8
68.9;141816;35358.4;116948.9;1660557.8;21886.9;471256;47091.4;632749.6;111912;113918;32550.6;435976;203788.8;470163;47311.8;27777.2;188726.4;698520;495000;682240;833584
70.7;168930.4;45587;125658.9;1949228.1;27870;548665.6;52947.8;670656.7;120556;119413.2;35398.6;484411.2;216103.2;515036;50320.4;30525;199717.6;695112.6;471497.6;658316.8;719888
72.5;140530.8;38307;112527.1;1577083.7;18120.3;415779.2;40152;566731.5;94163.2;89429.4;28619.6;350497.6;170736;360907.5;36000.2;21720.2;148516.8;559555.4;372659.2;507435.2;564897.6
74.2;126372.4;33533.2;114545.4;1523952.1;25823.4;402062.4;39791;584274.5;101764;97592;29361.6;384691.2;182007.2;421178;43722;26614.2;184542.4;676869.4;449936;618142.4;703843.2
76;144784;40332.4;124884.8;1727774.8;17800;476368;49357.6;610362;112394;111009.6;35298.4;446305.6;206616;454461.5;46409.2;25992.6;180458.4;610362;435054.4;610944;667459.2
77.8;129421.2;35879.8;108966.1;1432211.3;17546.9;384352;40392.8;548901.3;100761.6;99438;30986.2;388584;186440;425658;44704.8;26333.2;193501.6;675485.1;514075.2;697904;778092.8
79.5;158742.4;42799.2;120824.3;1923296.8;24817.2;562604.8;57299.8;714451.6;138205.2;133633.2;41054.4;533825.6;230704;553634;62233.6;35739.4;234252;749976;500316.8;689484.8;747689.6
81.3;149596.8;39329.4;119186.3;1701983.5;18020.3;471212.8;45406.4;639613;115221.6;113176;35378.6;429136;205272.8;464833.5;48635.6;26955;189127.2;672121.8;457396.8;642192;692992
83.1;136982;36020.4;115690.5;1617934.4;21658.1;439947.2;44143.2;604406.3;113034.8;113717.2;34676.4;443118.4;199136;473681.5;51122.6;28920.4;197206.4;644149.2;451620.8;619086.4;691209.6
84.8;135216.4;33393;114724.7;1560878.9;26838.3;429718.4;44243.4;602680.9;105975.6;103970;30003.6;405072;189207.2;424093;42799.4;24588.2;165392.8;541704.3;371515.2;487017.6;555228.8
86.6;111150.4;28278.6;104416.6;1196567.7;10783.1;320394.4;36461.4;486498.7;88186.4;85479;26794.6;341632;168971.6;383904;38647.8;22201.6;152030;529739;375787.2;512649.6;550593.6
88.4;116706;30905.8;111062;1402349.6;14307.5;382225.6;38066;527195.6;89710.2;83071.6;25671.6;324344;165662;353137;37464.4;23706;167384.8;573802.3;422297.6;560121.6;619227.2
