Temps;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
1.8;9827.2;420.6;54550.8;10895.6;0;6492.8;8372.8;145529.2;13838.2;1052.5;882;922;19313.6;12.5;125;821.6;180;6053.1;260.4;0;0
3.5;10188;460.6;54550.8;13619.5;0;5615.2;7460.4;152865.6;14580.4;1082.4;1223;781.6;20456.6;12.5;100;761.6;160;6053.1;220;0;0
5.3;9947.4;340.2;54514.4;9079.7;7263.8;5675.4;6668.3;145565.5;14680.6;826.8;1127.8;1022.4;21198.8;37.5;240.2;821.8;210;4539.8;80;0;0
7.1;10488.8;561;54550.8;9079.7;0;6116.6;8122.3;145601.9;14560.4;862;1403.5;1202.8;21459.6;37.5;150;661.2;240;6053.1;160;0;0
8.8;10148;440.6;54550.8;7263.8;3631.9;6893.8;8398;145565.5;13356.8;801.8;1142.8;1042.4;20838;25;160.2;721.6;260;6053.1;200.3;0;0
10.6;9486;300.4;50882.6;9079.7;0;5364.5;9325.8;145565.5;14841.2;841.8;922;882;20416.6;25;100;741.6;230;6053.1;300.3;0;0
12.4;9225.4;280.2;50882.6;13619.5;0;6317.3;8097.3;141933.7;14740.6;1052.5;982.2;681.4;20296.2;33.3;60;1162.8;290;0;125;0;0
14.1;9706.4;561;54550.8;9079.7;0;6091.8;6868.5;138301.8;14159;902;1328.3;601.2;20497;87.5;267;982.4;210;0;360.4;0;0
15.9;9726.6;260.2;54550.8;13619.5;4539.8;6743.5;7896.5;141933.7;14099;902;1122.6;962.2;20236.2;50;150;801.8;110;6053.1;300.3;0;0
17.7;9305.6;380.8;54550.8;10895.6;0;6141.8;7294.8;134669.9;13597.8;776.8;1283.4;761.8;21118.8;25;225.3;861.8;320;4539.8;200.3;0;0
19.4;8984.6;551.3;54550.8;9079.7;4539.8;6768.5;8322.8;134633.6;15041.6;681.4;1263.4;962.2;19835.2;0;150;942;5330;18159.4;46870.8;11812.8;29281.4
21.2;17147.6;74588;79464;169723.1;0;58864.2;13938.8;226309.2;48976.6;39409.8;32951.8;107720.4;56637.8;83758;15422.6;16465.6;53773.2;187397.4;185577.6;112553.6;205373
23;46650.2;92016.2;82447.2;635029.9;7156.9;190952.8;22201.8;355159.9;60468.4;48716;35739.4;205634;74828.6;165000.8;20256;30083.4;82241;358667.2;215180;193640.8;233111.2
24.7;71920.6;69453.8;88685.1;954287.1;11067.2;263133.6;29041;491863.1;76573.6;64680.4;42017;233050.4;100840.8;233243.5;24026.6;21600;98938;384585.4;242516.8;252525.6;307395.2
26.5;79080.6;72683.2;84883.7;1016062.8;17654.7;290429.6;32230;467213.9;80203.2;64139.2;44243.4;261729.6;105193.6;270104.5;28298.8;30284.2;100749.2;378763.7;241853.6;273864;282385.6
28.3;81406.6;526879.1;87167.5;1145216.5;14503.8;338060.8;32731.2;436200.7;83352.8;66605.8;37324;287662.4;108824;289124;28298.8;23264.6;107306.4;418034.5;256857.6;293918.4;311127.2
30.1;97311.6;41696.2;85362.9;1165593;13636.3;337421.6;33192.4;420405.6;88707.4;69132.6;34215.4;293420;114439.6;301473.5;28258.8;26513.8;115334;416996.7;265060;309381.6;314776
31.8;95506.8;34355.6;84590.8;1263126.1;14075;349695.2;33192.4;444523.7;90432;73244.4;38687.8;305351.2;116705.6;329563.5;30504.8;24087;114363.6;437451;265822.4;317343.2;332345.6
33.6;87784.8;29241.4;81886;1287065.4;17778.1;355291.2;34215.2;459849;84896.6;75390;36140.6;295603.2;113737.6;329350;31086.6;23846;113362;445662;259704.8;323421.6;332888
35.4;89369.4;28860.4;78662.1;1266839.3;17845.3;353508;33854.2;461622.5;86601.2;69814.4;34616.4;294220;119453.2;333979.5;29782.8;24387.8;109618.4;447275.1;245062.4;323201.6;322358.4
37.1;88607.4;35539;79855.2;1212801.7;17329.7;350538.4;34817;434316.8;83813.8;66786;35679.6;280040.8;113156;325585;28619.8;20797.8;108577.2;413452.3;252924.8;300577.6;311408
38.9;86441.2;26754.4;82224;1234537.9;17843.8;344363.2;34014.6;432960.8;89831;67087.4;31788.2;291775.2;115301.2;326584;30986.2;20075.8;104773.6;422254.5;235477.6;318428;312671.2
40.7;85237.8;32217.9;NA;1233665.2;17728.1;348227;35057.6;455010.3;82991.4;66405;33693.6;278296.8;114760.4;326384.5;28599.6;24468;103032;408810.6;233271.2;316682.4;315620.8
42.4;82971.2;25571.2;81547.2;1210183.1;17696.9;334192.8;33794;425786.8;83853.8;66766.6;33513;279458.4;111250.8;328162.5;28278.8;20737.6;102121.2;418743.5;227895.2;314680;306575.2
44.2;82329.2;26273;81590.4;1228601.5;14165;338023.2;33553.4;418929.9;82470;63236;29582.4;277071.2;115402;328625;28800.2;20496.8;105104;411882.8;222921.6;305010.4;290026.4
46;83834;21198.6;77594.6;1147231.3;17603.1;325789.6;34857.2;416525.1;79842.8;62996;27998.2;280442.4;108944.4;315062.5;28619.8;19955.4;98817.6;381178.1;212833.6;287440.8;282347.2
47.7;78659.2;22081.4;77312.2;1044696.7;17539.1;312090.4;32129.6;383298.9;76834.4;65563;26574;258241.6;103408.8;302173.5;26935;18691.8;97396;386806.9;208080.8;291150.4;275468
49.5;78478.6;22061.4;74689.4;1093207.1;17757.8;305673.6;31949;398769.6;77596.6;60388.2;27155.8;265180;102987.6;310444;27356.2;17669;95784.8;384563.2;210668;289368;280842.4
51.3;78318;27035.2;78724.1;1146036.5;17859.4;319632.8;31788.4;393942.1;76633.6;62955.4;25631.4;256475.2;108322;314623;27496.4;18150.2;98037.6;379583.2;207358.4;291392.8;283570.4
53;82409.6;22823.4;74354.2;1109691.5;14142.5;318850.4;31367.4;400551;75109;58362.8;25851.8;248233.6;103248;299157.5;27035.2;17347.8;93522.8;368659.6;201201.6;282546.4;264636
54.8;76693.8;20336.4;75796.6;1065619.5;14410;308240;29000.8;397283.7;72341.8;60188;23705.8;249936.8;103468.8;294666.5;26473.8;16846.6;91920.8;357584.2;204449.6;275548.8;265499.2
56.6;73886.2;19995.4;79874.3;1061089.5;14496.3;291132.8;29562;385129.3;74026.4;57460.2;25150;243820;100661.2;285907.5;24006.8;17608.8;90949.6;363276.4;197592;266563.2;262792.8
58.3;75290;19935.2;71519.6;1077686.3;14282.5;293417.6;27737.2;375879.7;74708.2;57259.8;23505.2;233933.6;97291.6;284681.5;25109.8;16626;90429.2;354384.5;196668;270114.4;258701.6
60.1;73003.8;19133.2;67996.6;999546.2;10719.4;288785.6;30986.4;379716;77937.4;59285.4;24207.2;233491.2;95947.6;280802.5;24869.2;17448.2;92131.2;354632.7;192979.2;267304;251922.4
61.9;73344.4;19975.6;71012.6;981130;10635.9;273723.2;28018;369634.5;70496.8;53088;22241.8;223844.8;92156.8;273646;24467.8;15603.4;85084;330423.9;186540.8;261348.8;247308.8
63.6;71178;17308;74586.8;931342.4;10635;264116;27095.4;351876.7;68591;53870.2;22382.2;212914.4;95887.6;269717;22482.6;15302.2;83793;334045.3;183371.2;257617.6;242776
65.4;69934.8;20958.2;71112.8;1007330.8;14201.3;284072;29261.6;359504.8;69413.2;55775.6;23645.8;232007.2;96529.2;272157;25270.4;16305.2;85695.2;341540.9;183532;258140;245604.8
67.2;68711.6;20838;74895.8;981406.7;14238.8;278919.2;28098.4;360454.2;70035.4;52947.8;23585.8;235999.2;93802;268378;22322.2;14961.4;85134.2;324785.9;186640;253025.6;241712.8
68.9;67708.8;17669;71582.2;946043.1;14295;263675.2;26955;358304.2;67869.4;53108.2;21740.6;220174.4;92157.2;268129.5;23064.2;15502.8;82702.2;326069;185436.8;240631.2;238184
70.7;66685.8;19594.6;70791.3;910325.3;8831.3;260647.2;26995.2;339967.8;67207.2;50260.2;21760.4;204671.2;88205.8;250735.5;21580;14500.4;80349.2;304572.2;173704;237402.4;219412
72.5;62734.8;17588.8;66813.1;883563.1;13166;249154.4;27737.2;341438.7;63256.2;51764.4;22462.4;211270.4;91214.4;251924.5;20577;13798.2;80649.8;295691.2;169912.8;230202.4;228718.4
74.2;63677.4;17207.6;71229.7;873097.1;10663.1;253425.6;26553.8;338518.7;64981.2;48756;21720.2;198472.8;83613;249621.5;21780.6;15342.2;80750;302903.8;171899.2;224405.6;218549.6
76;63797.6;16124.8;67633.6;879628.8;10656.6;251660;26553.8;334758.2;62714.8;47312;21961;205092;84716.4;248444;21700.4;15743.6;84913.6;302717.4;178176.8;229640.8;222882.4
77.8;62413.4;18170.4;67734.9;888634;10678.1;258320;24889.2;335399.9;62414.4;50220.2;23766;202584.8;85699;242528;23505.4;15041.6;77296;296140;170756;224587.2;208621.6
79.5;61992.8;16846.6;76748.1;849448.1;13519.9;238645.6;25110;325235.6;64660;46088.4;21800.6;189288.8;84094.4;235532.5;22322;13497.4;75424.4;285504.9;166384;219612.8;206836.8
81.3;63056.2;16806.6;69596.3;865363.9;7314.4;245624.8;25892;337302.4;61571.4;47332.2;20035.6;205012;87684.8;243365;21499.6;14480;79728.8;304314.6;179360.8;227635.2;222219.2
83.1;58563.4;16706.2;75346.5;865679.8;10748.4;245343.2;26493.8;333954.4;64098.8;49297.6;21961.2;202264;84255.2;246431;21279;14259.6;78848.2;308803.2;179000;239047.2;228438.4
84.8;64740.4;18110;71012.6;888633;13294.9;261128.8;27215.8;334075.2;66365;48996.8;20216;205513.6;87122.8;248020;21740.6;13958.6;78567.4;305570.9;175348.8;226372;215181.6
86.6;61471.6;17829.4;72502.3;870933.6;7239.4;243981.6;25069.8;330224.1;61431.6;51844.4;20877.8;193760.8;82730.8;227549.3;22081.2;13497.4;73872.8;286679.3;162874.4;207720;201924
88.4;56698.2;15683.4;67663.2;820252.6;11258.4;226892;26533.8;330923.6;60649.2;45727.4;21921;188806.4;80685;221005.8;20517;14078.8;74653.8;300938.2;167667.2;215400.8;205272.8
