"","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"Stand1.csv Mean",0.0696224983254734,0.0220705415539795,0.0304532739763922,1,0.0112764559551489,0.269510573347847,0.0229228293960152,0.376351352256718,0.0612919311145298,0.0608140876639141,0.0203945070580947,0.240543378534242,0.0800179853873499,0.28272416560235,0.0254053559266157,0.0144298020535552,0.0959406304856443,0.351042120807228,0.196688782477449,0.273344426765281,0.265721649069256
"Stand2.csv Mean",0.070439685897723,0.0218833660192772,0.0278635726624803,1,0.0105735329827674,0.273984020781194,0.0229649278316322,0.266384674864137,0.0618813303886416,0.0599984476110384,0.0209600393837339,0.241260027060397,0.0804276605758172,0.284196520847134,0.0257000379593323,0.0147986936729595,0.0965865125407328,0.358754106022017,0.19660188968138,0.269820587178334,0.2628334965085
"Stand3.csv Mean",0.079952809520082,0.022773305467827,0.0324217638554212,1,0.0146621809236715,0.325023352759584,0.0265717252552665,0.297255738576923,0.0682608794991013,0.0650628512065086,0.0247718792818265,0.268356798973174,0.0854710346881315,0.306468930251893,0.0281037743668976,0.016247133075932,0.102145253203855,0.37556497122008,0.192226390076924,0.249284046056151,0.244756577914015
"Stand1.csv SD",0.00201059407354311,0.00273477890117891,0.00216086653482377,0,0.00193564639849592,0.00685592276257816,0.000813663289152646,0.0162077186156515,0.00208613034214801,0.00215017493848303,0.00111337805992309,0.00637811884825874,0.0031179365921899,0.00832332827802191,0.00108204079642261,0.00101057776073734,0.00327447661636438,0.00958048807691665,0.00688018013140741,0.0099933112900734,0.0112044591487189
"Stand2.csv SD",0.00245056006575895,0.00237461546035461,0.00208610618783587,0,0.00189260627764731,0.00816617879099389,0.00104770828233584,0.00776996809350337,0.00198474483835206,0.00186750506706438,0.00142282108149084,0.00558925549663063,0.00243376334242975,0.0104297156562266,0.00112675811951494,0.00132456936977859,0.00310911811251383,0.0145365388912588,0.00695222612763618,0.00888903846106223,0.00757951680575634
"Stand3.csv SD",0.00304248931153443,0.00397381818540118,0.00262820951509876,0,0.0016001074158546,0.0105940500052395,0.00104153815978462,0.0120599967857155,0.00233652585559112,0.00265199604890942,0.0017123648270304,0.00941462225186803,0.00380060946571159,0.00902729246760168,0.00141374635157645,0.0010934924607228,0.00415258326210265,0.013536654076623,0.00902287949262108,0.00860379077200447,0.0107806478371134
"Total Mean",0.0733383312477595,0.0222424043470279,0.0302462034980979,1,0.0121707232871959,0.289505982296208,0.0241531608276379,0.313330588565926,0.0638113803340909,0.061958462160487,0.022042141907885,0.250053401522605,0.0819722268837662,0.291129872233792,0.0264030560842819,0.0151585429341489,0.098224132076744,0.361787066016441,0.195172354078585,0.264149686666588,0.257770574497257
"Total SD",0.00574286000119536,0.000469202163514914,0.0022861398415422,0,0.00218610293491402,0.030840162717781,0.00209464400018547,0.0567183227521557,0.00386463193469342,0.00271923531268585,0.00238087301233296,0.0158552566977848,0.00303697225521196,0.013304397136049,0.00148021666749135,0.000960620439771724,0.00341111185354253,0.0125396045726573,0.00255164956720374,0.0129940299533153,0.0113625893442041
