Element;Ag;As;Au;B;Ba;Be;Bi;Ca;Cd;Ce;Co;Cr;Cs;Cu;Dy;Er;Eu;Fe;Ga;Gd;Ge;Hf;Ho;In;K;La;Li;Lu;Mg;Mn;Mo;Nb;Nd;Ni;P;Pb;Pr;Rb;Re;Sb;Sc;Sm;Sn;Sr;Ta;Tb;Th;Ti;Tl;Tm;U;V;W;Y;Yb;Zn;Zr
Rapport;0,000257736;0,000438928;5,98484E-05;0,000408357;0,000443748;0,000443631;0,00035086;1;0,000332988;0,000450921;0,000414588;0,000468911;0,000489605;0,000431638;0,000422937;0,000440103;0,000404947;0,00066233;0,000426111;0,00043446;0,000407298;0,000408827;0,000445277;0,000504773;0,000779088;0,000420585;0,000488429;0,000443396;0,000910542;0,000451861;0,000450333;0,000447511;0,000414353;0,000451979;0,000648573;0,000458093;0,000436929;0,000371907;9,54753E-05;0,000451979;0,000482667;0,000431755;0,000446335;0,000895375;0,000467617;0,000422349;0,000437752;0,000565679;0,000177194;0,000441514;0,000436811;0,00046115;0,00046503;0,000449745;0,000469734;0,000445865;0,000423172
