"","Time","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"62",146.7,225,1307.38888888889,6756.86666666667,3868739.37777778,-1381.53333333333,-374.9,406.111111111111,58132.5777777778,-187.244444444445,175.655555555556,-59,585.1,1410957.51111111,23.6111111111111,-40.7777777777778,-141.4,67.5,53184.2222222222,-63,0,0
"63",148.5,-55.5999999999999,1969.38888888889,4044.06666666667,4075401.97777778,-1381.53333333333,111.3,85.5111111111112,63558.1777777778,193.955555555555,326.155555555556,276.8,885.9,1480051.91111111,-13.8888888888889,-24.0777777777778,-121.4,17.5,53184.2222222222,-13,0,0
"64",150.2,24.4000000000001,2069.58888888889,4044.06666666667,4132560.57777778,-1381.53333333333,-435.1,145.511111111111,58132.5777777778,13.3555555555554,-50.1444444444446,95.9999999999999,1287.1,1506464.71111111,61.1111111111111,-50.7777777777778,-302,92.5,58636.9222222222,57,0,0
"65",152,-557,1929.18888888889,5400.46666666667,4105405.27777778,3139.86666666667,36.0999999999999,85.3111111111111,60845.3777777778,-227.244444444445,25.1555555555556,492.5,1146.9,1531341.51111111,23.6111111111111,9.22222222222223,-101.4,90,58636.9222222222,57,0,0
"66",153.8,-236.2,1989.58888888889,2009.46666666667,4159797.07777778,-1381.53333333333,-254.7,727.111111111111,60845.3777777778,-26.8444444444444,-0.144444444444616,66.2,946.3,1574003.91111111,61.1111111111111,149.422222222222,-261.6,10,64062.5222222222,-23,0,0
"67",155.6,285,2029.78888888889,4044.06666666667,4265840.97777778,-1381.53333333333,-314.7,326.111111111111,63558.1777777778,-267.244444444445,-325.844444444445,191.5,1167.1,1682439.11111111,36.1111111111111,-40.7777777777778,19.2,142.5,64035.4222222222,-23,0,0
"68",157.3,-175.8,2510.58888888889,1331.26666666667,4467293.97777778,-1381.53333333333,-239.4,346.111111111111,60845.3777777778,293.955555555555,-576.844444444445,357,1447.5,1682656.71111111,61.1111111111111,109.222222222222,-61,117.5,61349.7222222222,-63,0,0
"69",159.1,-15.5999999999999,1828.98888888889,4044.06666666667,4393722.97777778,-1381.53333333333,-289.7,-75.0888888888887,60845.3777777778,-66.8444444444444,-551.644444444445,56.2,1106.5,1690445.51111111,23.6111111111111,49.2222222222222,-81.3999999999999,130,64062.5222222222,62,0,0
"70",160.9,205,2089.58888888889,8791.46666666667,4254962.87777778,-1381.53333333333,-314.7,767.111111111111,63558.1777777778,13.3555555555554,-401.144444444445,367.2,1116.5,1728813.51111111,36.1111111111111,9.22222222222223,-342,50,58636.9222222222,3.7,0,0
"71",162.6,-436.8,2310.18888888889,12182.5666666667,4385557.47777778,-1381.53333333333,-415.2,25.3111111111111,63558.1777777778,93.7555555555555,300.855555555555,116.5,926.3,1793971.91111111,86.1111111111111,-30.7777777777778,259.6,70,64062.5222222222,-43,0,0
"72",164.4,104.6,2189.98888888889,4044.06666666667,4537935.97777778,-1381.53333333333,-89.2,305.911111111111,60872.4777777778,-147.044444444445,50.1555555555556,116.5,1367.7,1800679.11111111,36.1111111111111,-30.7777777777778,-161.6,-30,64062.5222222222,12,0,0
"73",166.2,465.8,1989.58888888889,5400.46666666667,4347469.67777778,-1381.53333333333,211.6,185.511111111111,60845.3777777778,-187.444444444444,-125.344444444444,442.5,1367.5,1657024.71111111,-26.3888888888889,-40.7777777777778,-382.2,130,55897.0222222222,-23,0,0
"74",167.9,145,1889.18888888889,5400.46666666667,4116256.37777778,3139.86666666667,-39.2,65.1111111111111,58132.5777777778,233.955555555555,200.655555555556,367.2,765.7,1542586.31111111,23.6111111111111,-24.0777777777778,-81.1999999999999,40,50444.2222222222,-29.7,0,0
"75",169.7,631.4,1267.58888888889,5400.46666666667,4059124.57777778,3139.86666666667,61.3,386.111111111111,60845.3777777778,-147.244444444445,-74.8444444444444,191.7,504.9,1523181.51111111,36.1111111111111,49.2222222222222,-181.6,-7.5,44964.3222222222,-38,0,0
"76",171.5,345.6,1427.78888888889,6756.86666666667,4007445.57777778,-1381.53333333333,-63.9000000000001,225.911111111111,60845.3777777778,-126.844444444444,-150.644444444445,-109,745.5,1476000.71111111,36.1111111111111,-70.7777777777778,-101.4,20,36825.9222222222,-3,0,25
"77",173.2,79.7000000000003,1407.78888888889,5400.46666666667,4018350.97777778,2009.46666666667,-174.5,-235.688888888889,55419.7777777778,-167.044444444445,-401.344444444445,96.2,645.5,1526605.51111111,-1.38888888888889,-15.7777777777778,380,-20,36825.9222222222,12,0,0
"78",175,84.8000000000002,1407.78888888889,5400.46666666667,4050986.17777778,-1381.53333333333,211.6,466.311111111111,60845.3777777778,535.155555555556,50.1555555555556,16,304.5,1556410.31111111,11.1111111111111,-57.4777777777778,-241.8,117.5,36798.8222222222,-23,0,0
"79",176.8,-236.2,1106.98888888889,6756.86666666667,4078222.77777778,-1381.53333333333,-335.1,-95.2888888888888,60845.3777777778,-6.64444444444462,-601.644444444445,317,384.7,1609075.91111111,48.6111111111111,-30.7777777777778,-121.2,42.5,42251.5222222222,17,0,0
"80",178.5,566,1086.78888888889,2009.46666666667,4067317.17777778,-1381.53333333333,-189.2,666.911111111111,58132.5777777778,-67.0444444444447,-250.644444444445,96.4,504.9,1656429.51111111,23.6111111111111,-40.7777777777778,-241.8,-10,36798.8222222222,-13,0,0
"81",180.3,-436.8,1106.78888888889,5400.46666666667,3952972.57777778,-1381.53333333333,-264.7,486.311111111111,58132.5777777778,-247.444444444444,-24.8444444444444,-124.2,605.1,1614458.31111111,11.1111111111111,59.5222222222222,39.2,80,31373.2222222222,-38,0,0
"82",182.1,-336.6,1106.78888888889,2009.46666666667,3942175.37777778,-1381.53333333333,286.8,80.3111111111111,60872.4777777778,494.555555555556,175.655555555556,91.2,524.9,1605479.11111111,123.611111111111,109.222222222222,-21,-10,28660.3222222222,-29.7,0,0
"83",183.8,64.4000000000001,1006.58888888889,2009.46666666667,3912253.07777778,-1381.53333333333,11.0999999999999,406.311111111111,60845.3777777778,33.5555555555557,-75.1444444444446,16,505.1,1632179.91111111,-1.38888888888889,9.22222222222223,-181.6,70,23234.7222222222,-3,0,0
"84",185.6,164.8,946.388888888889,5400.46666666667,4007499.57777778,-1381.53333333333,-189.4,646.911111111111,60845.3777777778,-126.844444444444,49.8555555555554,266.7,304.5,1668243.91111111,48.6111111111111,-50.7777777777778,119.2,40,20521.9222222222,-63,20,0
"85",187.4,-476.8,1106.78888888889,4044.06666666667,3901374.27777778,1331.26666666667,-154.1,305.911111111111,58132.5777777778,434.355555555555,150.355555555555,36.2,590.2,1649370.31111111,23.6111111111111,-50.7777777777778,400.2,0,15096.3222222222,12,0,0
"86",189.1,-15.5999999999999,886.188888888889,8791.46666666667,4173361.47777778,-1381.53333333333,-53.9000000000001,305.911111111111,58132.5777777778,-187.244444444445,75.1555555555556,55.9999999999999,705.5,1642855.11111111,23.6111111111111,76.2222222222222,299.6,70,17809.1222222222,-63,0,0
