Temps;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
1.8;8342.8;461;5847.9;4385.9;0;2145.4;5891;3508.8;13718;1102.4;982.2;701.4;18431.2;62.5;175.3;922;220;0;180.2;0;0
3.5;8563.6;220.2;7017.5;8771.9;5847.9;2306;5565.3;0;13417;902.3;1428.5;541;17207.6;42.9;175.3;942;260;3508.8;180.2;0;0
5.3;7961.8;360.4;0;0;0;2381.3;5540;0;13918.4;977.3;1278;721.4;16305.2;50;100;982;287.5;0;140;0;0
7.1;7961.8;275.3;3508.8;4385.9;0;2481.5;5088.8;0;13356.8;1077.5;1353.3;540.8;17709;37.5;125;1062.6;200;0;320.6;0;0
8.8;8703.8;300.4;4385.9;8771.9;5847.9;2506.5;4512.3;5847.9;13938.6;1328.3;1002.4;651.3;17548.8;137.5;125;841.8;210;0;320.6;0;0
10.6;7580.8;160.2;4385.9;4385.9;0;2682;5139;0;13999;861.8;1177.8;581.2;17749.2;12.5;25;862;212.5;0;100;0;0
12.4;7982;320.4;7017.5;7017.5;5847.9;3033.3;5540;5847.9;13116.4;801.8;852;681.2;17809.4;62.5;75;781.6;120;0;40;0;0
14.1;8202.4;300.2;0;0;0;2080.5;5715.5;0;14540.2;801.8;882;621.2;17528.8;28.6;180.2;781.6;240;5847.9;225.3;0;0
15.9;7400.4;360.2;8771.9;0;5847.9;2080.3;5891;4385.9;13096.2;1022.4;1042.2;380.6;18491.2;12.5;225.3;801.6;210;8771.9;120;0;0
17.7;7821.4;400.8;0;0;0;1980.3;5364.5;0;13156.2;852;1303;902;16325.6;25;150;721.4;260;0;220.2;0;0
19.4;7239.8;250.3;0;0;0;1979.8;4662.5;3508.8;13737.8;876.8;1353;661.2;17267.8;12.5;200.4;1082.4;160;4385.9;100;0;0
21.2;7199.6;440.8;3508.8;0;0;2406.3;5339.5;5847.9;13236.6;460.8;1228.3;500.6;108322.4;25;25;761.4;150;0;60;0;0
23;7520.6;942;5847.9;38596.3;7017.5;2556.5;6342.5;8771.9;13377;801.6;1183;581;328819.3;16.7;150;1077.5;160;0;200.2;0;0
24.7;7581;942;0;80841.6;14035;2105.3;5264.3;8771.9;13597.6;1177.8;1343.2;902.2;1017497.6;75;125;861.8;150;0;120.2;0;0
26.5;7079.4;1403.4;0;224209.1;17543.8;2205.8;5063.8;17543.8;13376.8;882;1403.3;851.8;1257628.8;112.5;225.3;721.2;320;24561.3;200.3;0;0
28.3;7079.2;1383.2;17543.8;3296786.9;0;2180.8;6116.3;112490.5;12554.6;1002.4;1403.6;942.2;1410918.4;87.5;125;862;270;35087.5;180.2;0;0
30.1;6959.2;1563.8;42140.1;3923098.5;0;2155.8;5640.5;112490.5;12614.8;601.3;1223;1343.2;1599667.2;12.5;100;801.8;300;35087.5;40;0;0
31.8;6558;1383.4;45613.8;4549305.6;0;1980;6267;108981.8;13016;841.8;1303.2;781.8;1869593.6;100;133.3;1062.6;160;49157.6;80;0;33.3
33.6;7139.6;1223;52675.1;5629649.3;4385.9;2381;6192;112490.5;13276.8;877;1243;1042.4;2284358.4;37.5;80;741.8;300;52701.4;160.2;0;0
35.4;7841.6;1624;42140.1;5481860.7;5847.9;2030.3;5164;105437.9;12735.4;1252.8;1228;1162.8;2373734.4;137.5;200.3;781.6;450;52666.3;280.2;0;0
37.1;6638.2;1724.4;42105;5260108.1;3508.8;2155.5;5139;123069.4;13537.4;741.6;1222.8;1122.6;1506387.2;137.5;166.7;942.2;260;31578.8;120;0;0
38.9;6658.4;1383.4;38631.3;3381277.4;0;1804.8;6292;123069.4;12875.4;601;721.6;1082.6;1472719.4;112.5;240.4;882;220;42105;175.3;0;0
40.7;5956.4;1503.8;42105;4880145.3;0;1553.8;6292.3;108946.7;13417.2;822;1283;1463.8;2152640;112.5;125.3;902;170;49157.6;125;0;0
42.4;6357.4;1403.6;42105;5042039;0;1854.5;4732.8;101929.2;12915.8;852;902;1553.8;2047724.8;37.5;100;982.2;140;45613.8;125;0;0
44.2;6517.8;1162.8;42140.1;4535305.3;3508.8;1985;4612.6;105437.9;12915.8;902;1102.8;1183;1909670.4;100;225.3;781.6;230;45648.8;40;0;0
