Temps;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
46;7360.2;1724.4;42105;3743661.2;0;2130.5;5514.8;98385.4;12995.8;1203;30618.3;982.4;1875788.8;125;60;480.6;260;24561.3;150;0;0
47.7;7059.4;1925;42105;4172886.6;0;1754.5;5414.8;91367.9;13818.4;601;1152.8;1363.4;1995418.4;96.9;100;721.4;137.5;28070;100;0;0
49.5;6878.8;1664.2;38596.3;3901976.1;4385.9;2155.5;5214;98385.4;11892.8;641.4;922.2;1082.6;1909548.8;100;100;821.8;290;31578.8;200.3;0;0
51.3;6698.2;1543.8;42105;4352324.2;5847.9;2306;4692.6;109867.7;12434.4;922;982.4;1042.2;2095564.8;50;40;741.6;260;35087.5;225.3;0;0
53;6718.4;1924.8;45648.8;4623234.8;0;2255.8;4331.4;94876.6;13737.8;726.8;942.2;1102.4;2509644;137.5;100;901.8;360;28070;150;0;0
54.8;6417.6;1524;48245.3;4577515.8;5847.9;2431.3;5389.5;91367.9;13657.6;1152.5;1042.4;1142.8;1840294.4;187.5;150;982.4;287.5;35087.5;200.3;0;0
56.6;7139.6;1122.8;38596.3;4457867.3;0;1578.8;4953.6;94876.6;12554.6;781.8;1042.4;861.6;2004678.4;62.5;80;561;270;31578.8;300.3;0;0
58.3;7179.8;1463.6;42140.1;4204640.7;4385.9;2205.8;4687.8;91367.9;13437.2;641.4;941.8;922.2;1926956.8;62.5;225.3;681.2;160;28070;80;0;0
60.1;6297.2;1383.4;42105;4267903.6;5847.9;1854.8;5615.3;94876.6;12855.6;561;1127.8;1122.6;1760400;50;25;741.4;260;28070;100;0;0
61.9;5735.4;1303;38596.3;4183448;0;2356.3;5314.3;94876.6;12253.6;826.5;1027;1102.4;2302829.4;50;100;826.8;180;31578.8;75;0;0
63.6;6698.2;1142.6;42105;3996958;0;1604.3;5053.8;98385.4;11311.2;877;1022.4;1303;1896089.6;162.5;200.3;1002.4;300;31578.8;140.2;0;0
65.4;7179.6;1243;38631.3;4549270.5;0;1880;6317.3;162630.6;12213.8;500.8;1123;1323.2;1287034.6;37.5;75;1002.2;310;31578.8;220.2;66.7;0
67.2;6959;781.8;42105;4201026.8;0;2030.3;6442.5;91367.9;11030.4;681.6;1182.8;1082.6;1675705.7;25;225.3;761.6;200;31578.8;220.2;0;0
68.9;6798.6;1283;45613.8;4253798.6;4385.9;2105.3;5113.6;94876.6;12695;942;977.3;942;1695517.8;125;50;761.6;250;24561.3;180;0;0
70.7;6156.6;1443.4;48289.2;3810537.8;3508.8;1503.5;4963.5;94876.6;13176.4;761.6;1122.6;962;1836482.3;62.5;60;621.2;120;28070;140;0;0
72.5;6136.8;1122.6;42105;3863274.5;0;1443.4;4111;109867.7;13256.6;701.6;1403.3;1082.6;2065165.9;150;250.3;761.8;225;28070;160;0;0
74.2;6577.8;1042.6;38596.3;3796432.7;3508.8;1884.8;4913.4;94876.6;12915.8;852;1082.6;962.2;1643635.1;87.5;150;641.2;240;28070;133.3;0;0
76;6437.6;1262.8;38596.3;3553522.5;0;2180.5;4993.4;94876.6;12976;821.8;952.3;902;1679987.2;87.5;125.3;641.2;475;24561.3;120;0;25
77.8;6397.4;922;42105;3764678.9;0;2055.3;5013.5;91367.9;11972.8;927;1343.4;1002.4;1794199.7;25;100;681.4;310;28070;200.2;0;40
79.5;5655.4;1122.4;42105;3666258;0;2155.8;5314.5;91367.9;12715.2;500.8;1202.8;1242.8;1609670.4;87.5;100;1002.2;200;24561.3;260.4;0;0
81.3;7139.6;942.2;35087.5;3395312.6;0;1704.3;5590;105437.9;13337;681.4;1102.6;1002.3;1532051.2;62.5;125;621.2;150;24561.3;175;0;0
83.1;6658;1243;42105;3507873.3;0;2431.3;5615;94876.6;11932.8;601;1729.3;1223;1527193.6;112.5;125;927.3;250;24561.3;275.3;0;0
84.8;6157;1182.6;42105;3437487.8;0;2185.6;5490;91367.9;11872.6;902.3;1222.8;862;1525361.9;75;200;902.2;150;24561.3;225.3;0;0
86.6;5896;902;48289.2;3307348;0;1754.5;4352;94911.7;11732.4;460.8;1343.4;1182.8;1469862.4;125;200.3;641.2;230;30701.6;225.3;0;0
88.4;7199.6;1102.8;42105;3279208;0;1328.5;5916;91367.9;13136.4;982.4;1483.6;1223;1594995.2;100;50;726.5;300;24561.3;140;220.6;60
