Temps;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
1.8;12053.4;501;57517.6;13455.5;5980.2;5540;10679.3;244566.6;17989.8;1122.6;1553.5;801.8;41355.6;25;200.2;1283.2;210;3588.1;280.2;0;0
3.5;11652;541;61105.8;13455.5;0;5113.8;11431.5;251814.6;15202;1353;1283.2;862;40573.2;12.5;225.3;1263.2;390;3588.1;441;0;0
5.3;12655;862;61105.8;10764.4;0;5590.3;9004.6;248190.6;15683.4;942.2;1483.8;661.2;40693.6;62.5;240.2;1263.2;330;5980.2;225.3;0;0
7.1;11391.4;801.4;64693.9;10764.4;5980.2;4687.5;11256.3;251778.7;15623.2;1182.6;1283.2;741.6;40954.4;12.5;175;1724.4;220;4485.2;320.6;0;0
8.8;11912.6;480.8;64693.9;10764.4;8970.3;3970.4;10208;244602.5;15222.2;1603.8;1904.8;521;40192;25;325.5;1579;240;3588.1;480.8;0;0
10.6;11451.8;761.6;68282;17940.6;8970.3;5139;12434;251778.7;15302.4;1177.8;1729.5;621.2;39951.2;50;140;1463.8;180;0;320.4;0;0
12.4;11391.4;561;61105.8;10764.4;4485.2;4191.2;12058.5;240978.5;13918.4;861.8;1930;721.4;40533.2;50;180.2;1263;110;5980.2;400.6;0;0
14.1;12795.2;601;64693.9;10764.4;3588.1;4938.3;11632;248190.6;14881.2;1062.4;1553.8;701.6;41937;25;200;1323;280;0;541;0;0
15.9;11932.8;621.2;61105.8;8970.3;3588.1;5815.8;11105.8;240978.5;15081.8;1353.3;1263;761.4;43120.4;0;175.3;1523.8;240;0;200.4;0;0
17.7;12213.6;621.4;61105.8;13455.5;5980.2;4637.3;11757.5;240978.5;15342.4;1222.8;1122.4;801.8;40091.8;28.6;320.2;1142.6;370;5980.2;400.6;0;0
19.4;11973.2;877;71897.1;8970.3;3588.1;4050.8;11932.8;240978.5;15021.4;1102.8;1664.2;821.8;39269.8;37.5;150.3;1162.6;300;0;280.4;0;0
21.2;11852.6;440.6;61069.9;17940.6;0;4412;9666.6;237426.2;15543;1253;3950.8;1102.3;673560;25;150.3;1503.8;340;35881.3;1002.4;0;0
23;11852.8;5735.8;68282;9866052.6;4485.2;4537.3;10729.5;269791.1;15984.2;1403.5;4231.4;1884.8;3914752.1;125;125;1162.8;290;53857.8;340.4;0;0
24.7;10328.4;3569.4;68282;6886903.7;0;3770;11982.8;262579;15081.6;1328.3;2506.8;1343.2;2425856;200;120;1323.4;330;25116.9;440.8;0;0
26.5;11230.8;2406.2;64693.9;6066443.5;0;4562.3;11632.3;248154.7;15683.6;1102.4;1965;1523.8;2185979.6;125;250;1203;300;53821.9;380.6;0;0
28.3;10869.8;3389;64729.8;8128179.9;0;4261.5;11331;258990.9;16465.6;1162.8;1664.2;1283;3536396.8;225;100;922.2;330;53857.8;325.5;0;0
30.1;10589;3068.2;68282;8264887.6;0;3750;11080.8;255402.7;16104.6;977.3;1604;1443.2;4335746.8;112.5;120.2;1784.6;220;43057.5;280.6;0;0
31.8;10107.8;2025;64729.8;8354770.5;0;4361.8;11582;255366.9;14941.4;1343;1554;1684.2;3467217.6;125;100;922;440;64693.9;180.4;0;0
33.6;11090.2;2667.2;71870.1;11488674.6;5980.2;4010.8;12008.3;258990.9;15182;1278;2155.8;2105.6;4720897;112.5;120;1243;270;61069.9;220.2;0;0
35.4;10930.2;3429;71906;12503396;0;3549.4;11431.3;258990.9;16104.8;1042.4;1744.4;2165.8;4867556.2;187.5;200;1383.4;380;79082.3;576.3;0;0
37.1;10468.8;2647;71870.1;16421700.4;0;3634.8;11381.5;251778.7;16505.6;1263;2145.2;2446.2;4940504.3;162.5;300.4;1403.2;500;57481.8;551;0;0
38.9;10549;2286;68282;12064532.4;0;3459.5;10609;240978.5;15804;1754.5;1528.8;1564;3886016.5;200;200;1323.2;290;64693.9;280.4;0;0
40.7;11311.2;1483.8;61105.8;9117641.5;7176.3;3609.5;11857.5;244602.5;15843.6;1223;1624;2130.5;4145159.8;175;25;1303.2;260;53857.8;581;0;0
42.4;10789.6;1323.2;61105.8;6087972.3;0;4737.8;9084.6;240978.5;16786.6;952.3;1554;1423.6;3094924.2;112.5;100;1403.4;275;25116.9;280.4;0;0
44.2;11852.8;1142.6;68282;6534155.5;5980.2;3785.3;13136.3;251778.7;16084.4;1278;1343;1283.2;3383647.1;125;180;1022.4;230;32293.1;375.3;0;33.3
46;9987.4;1443.8;61069.9;8552727.3;5980.2;4035.8;12785.3;248190.6;16385.4;751.5;1644;1784.6;4159130.6;237.5;100;1102.8;290;57445.9;460.8;0;0
47.7;10548.8;1604;64693.9;7764739;8970.3;3759.8;11431.5;244566.6;16064.6;1077.5;1323.2;1363.2;2398701.9;200;225;1584;470.2;40411.3;521.2;0;0
49.5;9867;1423.4;61141.7;2576166.6;4485.2;3634.8;11481.8;226626;14901.2;1042.2;1423.2;1428.5;2279800.1;50;175.3;1263.2;275;28705;420.8;0;0
