"","Temps","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"16",28.3,71339.2,41515.8,48731.7,840115.6,10811.3,273940.8,24949.4,414584.6,63296.6,68189.8,29401.8,243458.4,124647.2,270956.5,25471,20055.6,100659.6,395637.7,205051.2,251580.8,267786.4
"17",30.1,84856.8,50962.4,47672,1030661.6,14004.7,311226.4,27155.6,471790.1,76974.4,76694,38366.8,287902.4,138706,320516.5,32470.2,25591.2,118507.6,480193.1,264117.6,294620,321936.8
"18",31.8,99457.6,37905.6,53726,1169291.7,20107,373020.8,33974.6,494552.8,88366.8,82670.4,36120.4,323842.4,154188.9,372770,34456,26333.2,129476.8,489217.5,267003.2,330723.2,332585.6
"19",33.6,105754.8,43059.8,52338.4,1301668.3,19252.2,402262.4,36501.4,512878.5,89309.2,86882.8,37043.4,330040,151522.8,366461.5,34636.6,24006.8,129288.4,493653.6,254990.4,316201.6,326390.4
"20",35.4,111491.2,39048.8,48426.1,1316230,20132.8,426972.8,39390,524795.7,91696,86822,37885.6,350598.4,153246.8,396431.5,36301,25511.2,135263.2,540955.8,251801.6,334111.2,337943.2
"21",37.1,108563.2,41776.2,50699.9,1281585.6,26628.1,405390.4,35880,491235.9,92518,89309.2,35198,335614.4,152384.8,362646,34375.8,23986.6,126084.4,469906.5,241693.6,318810.4,309102.4
"22",38.9,103849.6,31447.4,48342.9,1158756.2,16757.8,392294.4,31928.8,481177.1,83472.8,82489.8,31166.6,324527.2,145445.6,351549.5,30585,20215.8,118888,440877.9,233752,292395.2,293016
"23",40.7,99216.8,32149.4,46246.5,1174314.3,19020.3,375227.2,34837.2,484909.5,87945.2,79562.4,32009,318387.2,147471.2,356790,34676.6,22603,122411.2,471242.2,226834.4,302764,306854.4
"24",42.4,97412,28920.6,40522.3,1158598.3,18897.8,381443.2,34536,454708.6,82790.8,78278.4,29963.4,312772,144182,337810,32370.2,21198.8,110019.2,427657.7,215480.8,280881.6,281204.8
"25",44.2,91575.2,53650,45581.9,1105715.2,16059.4,373401.6,33894.4,453463.6,76332.6,74909,32189.6,281362.4,136159.2,332617,30625.2,19955.6,107806.8,423994.5,212472.8,272981.6,267023.2
"26",46,89469.2,31467.4,45884.5,1057662.8,16185,334574.4,30445,446274.4,76573.2,69894.6,26995.2,276390.4,133232,313798,26172.8,19474,107296.4,389465,193018.4,264056.8,274726.4
"27",47.7,89489.2,27235.8,40537.5,1051434.6,13512.5,334090.4,30484.8,422698,73103.8,73384.6,27175.6,280741.6,126332,318901.5,27656.8,20497,104053.2,401024,195485.6,252725.6,256334.4
"28",49.5,89309.2,23565.6,43043.7,1069645,16121.3,326429.6,31187,428368.5,74608,69854.6,26854.8,270793.6,133211.2,321269,28298.8,17488.6,102832,393331.6,195444.8,245886.4,243057.6
"29",51.3,81025.8,20998.2,38002.1,998227.1,16275,304568.8,30103.6,402507.9,67588.4,63216,25611.2,251560.8,123003.2,293465,26513.8,17809.2,95914.8,339957.6,179921.6,236098.4,240953.6
"30",53,81346.8,21860.4,37979.4,979271.3,13564.1,304850.4,28740,397074.6,70536.6,60428.8,24829,250339.2,120456,287647.5,26854.6,16325.6,98747.6,361753.6,199998.8,240630.4,242876.8
"31",54.8,82991.4,49778.2,36960.1,917909.4,15828.8,305049.6,30845.8,388780.5,67307.8,68631.4,24708.6,260506.4,121659.2,295680,27757.2,17769.2,98637.6,351767.6,183934,243799.2,236479.2
"32",56.6,82470,35318.4,37643.1,956473.8,13434.4,313774.4,29161.2,390617.9,69834.6,63738.2,24087,266945.6,127897.2,288270.5,27376,15723.6,98257.2,366355.4,179520.4,239508,242776.8
"33",58.3,81868,19835.2,32753.5,976197.4,13635.9,320634.4,28198.6,415596.3,70396.6,67889.4,25350.6,255511.2,127715.6,292513,27737.2,17869.6,100539.6,377333.9,181968,248754.4,239527.2
