"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",28.3,0.0791006900921051,0.0394835444045724,0.0416630449535368,1,NA,0.295653149794919,0.0253620995337921,0.331398116185115,NA,0.0797894190894792,NA,0.277424351911265,0.0942520590244046,0.285482593239705,0.0256818026539457,0.0191593237948685,0.110504584850488,0.413730324940632,0.206719920414579,0.239669662967014,0.263806671517546
"2",30.1,0.0796474540081608,NA,0.0546289440766092,1,0.0163044922427835,0.31481279737425,0.0249089824325043,0.306888037371412,NA,NA,0.0507295893979601,0.283556907535301,0.0940428446421632,0.298906802733545,NA,0.0193655746778094,0.10844658932971,0.400891577887122,NA,0.256249217385482,0.268930609011736
"3",31.8,0.077432777186421,0.039411259998768,0.037696908252649,1,0.0210821852923036,0.309253463113372,0.0240462961692674,0.343777604360953,0.0814689903803876,0.0731947994474385,0.0399118092566591,0.255096879710223,0.084666249405649,0.272062919692446,0.027564551812747,0.0165080955669917,0.0991295559080511,0.401173539246663,0.205116672516186,0.232510535955983,0.239488097307309
"4",33.6,0.0760559765427712,0.0267221125187782,0.0370805906309578,1,0.0131189266526268,NA,0.0234918640122725,0.295811147637288,0.0692968703562823,0.0690937352709124,0.0391443402451088,0.245508107404103,0.0810311536386535,NA,0.0259535598631383,0.0149256628440754,0.0873310322120699,0.342846936128517,0.178712471585306,0.204674439100197,0.211492410808628
"5",35.4,NA,0.0330640265142746,0.0391754000293134,1,0.0158623798903153,0.332582098297026,0.024658238907967,0.303095465458789,0.0780350041695844,0.0704401336130526,0.0339061880754103,0.266839869424984,0.0808176468177164,0.274420881291858,0.0236190723257678,0.0166078392479002,0.0927436444717915,0.342049567345083,0.183768635069413,0.213752196723556,0.219675309565725
"6",37.1,0.0788911515696465,0.0458652491616092,NA,1,0.0174717032784707,0.303153721980718,0.0266531069045003,0.305289782787979,0.0769989634309824,0.0683119809952662,0.0358703381530164,0.25529714254879,0.0820364087644778,0.267113304635761,0.0248111427268343,0.0184453168792434,0.0969084466974261,0.34295150206532,0.185652765734129,0.215861898830041,0.2279612215525
"7",38.9,0.0800370664393574,0.0431165296076054,0.0362861286113975,1,0.015403694018451,0.325765469946818,0.027610894959859,NA,0.0787906011704093,0.0901987391115096,0.0437889244881332,0.280984725126564,0.0925660174919788,0.310858564299172,0.0270697658592498,0.0205716706509037,0.10812449940177,0.406331577256756,0.216988343881146,0.261742759778732,0.275450330478778
"8",40.7,0.0768823686914006,0.0348155295799814,0.030572679591451,1,0.0234097254393305,0.319331850041946,0.0270545170167599,0.342712481065314,0.077489048214147,0.0703118332453182,0.0376160249986977,0.287796837027225,0.0912184108406763,0.308071092065879,NA,NA,0.109508561828652,0.415353820922944,0.20577204132958,0.257405186093598,0.267673561592857
"9",42.4,0.0777975990453454,0.0389102726491108,0.0379699286717112,1,0.0134463282558487,0.327851034534827,0.0251246891967119,0.301391680183823,0.073165295971539,0.0709934067473519,0.043388059224907,0.270099349860776,0.0898688360266927,0.307015962587203,0.0279584508957037,0.0189818918501884,0.105234129502544,0.396875197881586,0.197217036730705,0.250694121007906,0.250236000200208
"10",44.2,0.0792708791470078,0.0238706368348342,0.029766754909969,1,0.0141688898808035,0.325027552448074,0.0268041564253702,0.295950405134385,0.0733039169583822,0.0637291676233197,0.0297789261682849,0.265395944749474,0.0870875366863504,0.290735866327829,0.0258551901755753,0.0173063760228406,0.0994313648579225,0.349184286634544,0.178588526158145,0.229980035217374,0.228407423544931
"11",46,0.0835370044312596,0.0408282366577797,0.0362812774287981,1,0.0179515898601808,0.319615045664587,0.0251170905159996,0.283422611239845,0.0713057114170976,0.0632999063853972,0.0286832261665782,0.256467789472146,0.0830772103060024,0.289422387442417,0.0274755439631133,0.0182601335221474,0.0902586200843614,0.33998731435246,0.168595549148713,0.221448704044357,0.224005452527423
"12",47.7,0.078969107137616,0.0261347483548739,0.0323225539558573,1,0.0153818320557511,0.323269135034599,0.0256684246659566,0.293790628216508,0.0688322860821455,0.0645749987243232,0.0312717162844245,0.254313009189492,0.082598200173623,0.282791402327167,0.0259344467823199,0.0161002239141723,0.0930203800485328,0.36054084237201,0.169464392600878,0.222026764591449,0.232442543350858
"13",49.5,0.0819664883250867,0.0298524254216213,0.0346895947703797,1,0.014050232968346,0.323289627913829,0.0247641194516667,0.29055674827958,0.0712624659635538,0.0673905695232972,0.0280147460651038,0.259264644484247,0.0868322832246224,0.292513607131392,0.0265914643441655,0.0158466267290368,0.0982681842276168,0.36258401684076,0.170963756838711,0.224343837312176,0.230286245578326
"14",51.3,0.0828123964962599,0.0308814170125382,0.0335105353920826,1,0.0217123976807266,0.321998791844026,0.0242335294429892,0.30180507506667,0.0707525519772477,0.0708665157641543,0.0299924364127857,0.26742656142315,0.087031154104813,0.299309716421138,0.0253425548813844,0.0167817125588998,0.0991163878856261,0.346558419759185,0.183548569932007,0.237288369809788,0.243448473726994
