Temps;Li7;B11;Na23;Mg24;Al27;Ca43;Cr52;Mn55;Fe57;Co59;Ni62;Cu63;Cu65;Zn66;Zn68;As75;Rb85;Sr86;Y89;Zr90;Cd111;Sn117;Sb121;Cs133;Ba138;La139;Ce140;Pr141;Pb208
189,548;334,0;334,0;512300,0;12941,0;78147,0;1375,0;776392,0;35434,5;4446,0;1098,5;399,0;899,0;299,0;299,0;23886,5;199,0;149,5;23068,8;49,5;2947,0;0,0;149,0;0,0;99,5;49,5;0,0;0,0;0,0;49,5
190,941;200,3;467,7;517348,0;14090,5;79499,0;1308,0;760736,0;31485,0;3446,5;1098,5;599,0;749,0;199,0;898,5;23636,0;149,0;0,0;23742,5;0,0;3097,0;0,0;0,0;199,5;49,5;0,0;0,0;0,0;0,0;0,0
192,335;400,7;534,3;488584,0;11941,0;78498,0;1005,8;756336,0;33085,0;4146,5;849,0;199,0;699,0;449,0;49,5;26935,5;99,5;0,0;21384,7;149,0;2547,5;0,0;0,0;0,0;49,5;0,0;0,0;0,0;0,0;0,0
193,729;267,0;534,3;525116,0;13540,5;80199,0;1475,7;771400,0;36684,0;3896,5;1148,5;798,5;899,0;249,5;449,0;26985,0;49,5;299,0;22226,7;0,0;2447,5;49,5;99,5;99,0;49,5;0,0;0,0;0,0;0,0;0,0
195,122;400,7;401,0;508264,0;11541,5;81351,0;1408,3;765336,0;33134,0;4246,5;549,0;499,0;649,0;149,0;449,0;25436,0;99,5;49,5;20374,3;49,5;3397,0;49,5;0,0;0,0;0,0;99,5;0,0;0,0;0,0;0,0
196,516;66,7;601,3;525928,0;10842,0;81100,0;1106,7;762720,0;35634,5;3547,0;1348,5;549,0;499,0;449,0;349,0;25386,5;199,0;249,0;25427,0;49,5;2747,5;0,0;49,5;0,0;49,5;0,0;0,0;0,0;0,0;49,5
197,910;267,0;401,0;496760,0;11491,5;81000,0;1274,5;762336,0;32434,5;3796,5;1348,5;599,0;649,0;149,0;349,0;24936,0;99,0;99,0;22479,5;0,0;2797,5;0,0;49,5;199,5;0,0;99,0;0,0;0,0;0,0;0,0
199,304;267,3;467,7;508764,0;12391,0;82251,0;1207,2;750640,0;35334,5;4346,5;1048,5;549,0;899,0;149,5;399,0;26736,0;99,0;199,0;22900,3;99,5;3047,5;0,0;0,0;99,5;99,5;149,5;0,0;0,0;0,0;49,5
200,697;333,7;334,0;486164,0;11891,0;80450,0;1308,2;754608,0;34784,5;4446,0;749,0;948,5;949,0;299,0;149,5;28285,5;149,5;0,0;23069,0;0,0;2847,0;0,0;99,5;149,0;99,5;149,0;0,0;0,0;0,0;49,5
202,091;267,0;200,3;498572,0;13840,5;76546,0;1140,2;755072,0;33585,0;4246,0;1548,0;449,0;699,0;199,0;299,0;27735,5;49,5;149,0;23742,5;49,5;2997,0;0,0;49,5;49,5;99,5;0,0;0,0;0,0;0,0;49,5
203,485;333,7;601,0;516640,0;13940,5;81600,0;1442,2;757912,0;33684,5;4696,0;1149,0;549,0;599,0;699,0;499,0;26435,5;99,5;99,0;20205,7;0,0;2447,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
204,878;534,3;668,0;501904,0;11391,5;78548,0;938,8;736088,0;36534,5;4146,5;1098,5;499,0;799,0;199,0;199,0;26085,5;0,0;99,5;22142,5;49,5;3097,5;49,5;49,5;0,0;49,5;49,5;0,0;0,0;0,0;49,5
206,272;66,7;200,0;510888,0;13091,0;76796,0;1207,3;743752,0;35034,5;3946,5;599,0;549,0;349,0;99,0;199,0;25536,0;99,5;99,0;19532,0;0,0;2647,5;0,0;99,5;99,5;49,5;0,0;0,0;0,0;0,0;0,0
207,666;133,3;735,0;521788,0;12641,0;81300,0;1375,0;753800,0;36134,0;2897,0;948,5;599,0;699,0;199,0;349,0;26485,5;99,5;99,5;22142,7;0,0;2647,0;0,0;49,5;49,5;149,5;49,5;0,0;0,0;0,0;0,0
209,060;200,3;467,7;508768,0;13291,0;83252,0;1274,3;759880,0;34284,5;3846,5;1198,5;449,0;499,0;299,0;249,0;25236,0;99,0;99,0;23574,2;0,0;2347,5;49,5;49,5;49,5;99,5;49,5;0,0;49,5;0,0;0,0
210,453;66,7;200,0;507760,0;13390,5;79098,0;1106,8;758752,0;36984,5;3796,5;849,0;549,0;749,0;299,0;199,5;23936,5;49,5;49,5;22058,3;49,5;3097,0;49,5;0,0;0,0;0,0;99,0;0,0;0,0;0,0;0,0
211,847;133,7;200,3;491508,0;14090,0;76196,0;1341,5;750000,0;34084,5;3946,5;1298,5;799,0;1348,5;299,0;199,0;26036,0;49,5;249,5;22395,0;0,0;2497,5;199,0;99,5;0,0;0,0;49,5;0,0;0,0;0,0;49,5
213,241;601,3;334,0;507960,0;13141,0;80350,0;1240,8;771288,0;37134,0;4396,5;1348,0;899,0;799,0;199,0;199,0;24286,5;149,5;49,5;23995,5;0,0;2697,0;0,0;0,0;0,0;49,5;49,5;0,0;0,0;0,0;0,0
