"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",30.1,NA,0.000220643566947803,0.0109464575373075,1,NA,NA,NA,0.0336884569076425,NA,NA,0.000120065248311085,NA,0.518595080622804,NA,NA,NA,NA,0.0118760943981817,NA,0,0
"2",31.8,NA,NA,0.00913365951857224,1,NA,NA,NA,0.0299522378458251,NA,NA,NA,0.000130183934918612,0.491994466129672,NA,NA,NA,NA,0.00975530233568376,NA,0,0
"3",33.6,NA,0.000232180218745507,0.0101148900514738,1,NA,NA,NA,0.0321491866886106,NA,NA,NA,NA,0.53572860670113,NA,NA,NA,NA,0.0115587048381912,NA,0,0
"4",35.4,NA,0.00023028365535351,0.0104251841483146,1,NA,NA,NA,0.0291008703040393,NA,NA,NA,0.000129798194521735,0.510628795583937,NA,NA,NA,NA,0.011021265719215,NA,0,NA
"5",37.1,NA,0.000224760240832411,0.0104194413078637,1,NA,NA,NA,0.0314053662223807,NA,NA,NA,0.00011628860648728,0.538297632171371,2.93418817442153e-05,NA,NA,NA,0.0110628970044727,NA,0,0
"6",38.9,NA,0.000173848048184782,0.0105379010232395,1,NA,NA,NA,0.0336391525323008,NA,NA,NA,0.000117415132400516,0.496108804100663,NA,NA,NA,NA,0.012163983358651,NA,0,0
"7",40.7,NA,0.000182536407339865,0.0120321033519077,1,NA,NA,NA,0.0334025480887081,NA,NA,NA,NA,0.491613214654853,NA,NA,NA,NA,0.0118211697206409,NA,0,0
"8",42.4,NA,0.000274537535264581,0.0124633143796724,1,NA,NA,NA,0.0345719266193095,NA,NA,0.000121028318770744,NA,0.525428671233992,3.30781821820987e-05,NA,NA,NA,0.0112270813153799,NA,0,0
"9",44.2,NA,0.000200936418382663,0.00966432676958776,1,NA,NA,NA,0.0337945839835144,NA,NA,NA,0.000139117157609071,0.495019785810505,NA,NA,NA,NA,0.0103756310451984,NA,0,0
"10",46,NA,0.000173205653652024,0.0114136191348701,1,NA,NA,NA,0.0307617815736203,NA,NA,NA,NA,0.486998389750479,NA,NA,NA,NA,0.0112044044572414,NA,0,0
"11",47.7,NA,0.000254800523285881,0.0119897111789493,1,NA,NA,NA,0.0308097302724497,NA,NA,NA,8.82740285907479e-05,0.475949311437547,NA,NA,NA,NA,0.0108946994349645,4.88879889865848e-05,0,0
"12",49.5,NA,0.000238500594719427,0.0124679589369637,1,NA,NA,NA,0.0329635247427893,NA,NA,NA,0.000208192160022736,0.499163155750199,2.07701241795776e-05,NA,NA,NA,0.0113292691673997,NA,0,0
"13",51.3,NA,0.000262964398550259,0.010972453447418,1,NA,NA,NA,0.0321586661661103,NA,NA,NA,0.000135960290237232,0.542179309041666,NA,NA,NA,NA,0.00979792340399425,NA,0,0
"14",53,NA,0.000261698656904337,0.0128246101227169,1,NA,NA,NA,0.0329551540343993,NA,NA,NA,0.0002086709583213,0.506424905367061,NA,NA,NA,NA,0.0116533476555227,NA,0,0
"15",54.8,NA,0.000254026717691794,0.0112757982066724,1,NA,NA,NA,0.0314927754976696,NA,NA,NA,0.000102183388422614,0.551796739627328,1.87841273909007e-05,NA,NA,NA,0.0102459876236796,NA,0,0
"16",56.6,NA,0.000186195446658854,0.0104254294813789,1,NA,NA,NA,0.0291231535294434,NA,NA,NA,0.000187344495099876,0.455533949832082,2.2881770393878e-05,NA,NA,NA,0.0094750451781323,NA,0,0
"17",58.3,NA,0.000205053365365179,0.0100124076738584,1,NA,NA,NA,0.0293361858750275,NA,NA,0.00011706947455246,8.66756610312623e-05,0.479032783772208,NA,NA,NA,NA,0.0124296713847979,NA,0,0
"18",60.1,NA,0.00025795112270347,0.00985846005859114,1,NA,NA,NA,0.0289561984122029,NA,NA,NA,0.000191397526507326,NA,2.05568345505405e-05,NA,NA,NA,0.0112656716381953,NA,0,0
"19",61.9,NA,0.000185499877853329,0.0103100775794074,1,NA,NA,NA,0.031106529938081,NA,NA,NA,0.000140552027439237,0.491345012538585,NA,NA,NA,NA,NA,NA,0,0
"20",63.6,NA,0.000151970121610243,0.010017290447773,1,NA,NA,NA,0.0302174427050192,NA,NA,NA,0.000134814141942576,0.47225109943691,NA,NA,NA,NA,0.00903091170078937,NA,0,0
"21",65.4,NA,0.00012081575850401,0.00964920106848033,1,NA,NA,NA,0.0291463371553231,NA,NA,NA,0.00014609211286206,0.438146524889128,3.38816446891268e-05,NA,NA,NA,0.0103065031770606,NA,0,0
"22",67.2,NA,NA,0.0118711837943115,1,NA,NA,NA,0.0337585105876659,NA,NA,NA,0.000102766760614637,0.614796874956134,NA,NA,NA,NA,0.010600450490749,NA,0,0
"23",68.9,NA,0.000201207543627486,0.0143150496510473,1,NA,NA,NA,0.0357457506947056,NA,NA,NA,0.000148081027921102,0.46828373516898,NA,NA,NA,NA,0.008768389239257,NA,0,0
"24",70.7,NA,0.000227108419343141,0.0123717107935008,1,NA,NA,NA,0.0351710953691561,NA,NA,NA,NA,0.467477539100964,NA,NA,NA,NA,0.00996959040227871,NA,0,0
"25",72.5,NA,0.000134734091436335,0.0141322505977892,1,NA,NA,NA,0.0402110146937158,NA,NA,NA,0.000171683682457436,0.490233784544454,NA,NA,NA,NA,0.0089337280441092,NA,0,0
"26",74.2,NA,0.00014913051671729,0.0135709047303995,1,NA,NA,NA,NA,NA,NA,NA,0.000165908392576138,0.495424886151744,NA,NA,NA,NA,0.0120039767398881,NA,0,0
"27",76,NA,0.000148785359295878,0.0129126393496361,1,NA,NA,NA,0.0377474672751888,NA,NA,NA,0.000150615982889245,0.520884223681482,NA,NA,NA,NA,0.0101662342312301,NA,0,0
"28",77.8,NA,0.000210402682566436,0.0142994872110236,1,NA,NA,NA,0.0374052615383317,NA,NA,NA,NA,0.529953009985914,NA,NA,NA,NA,0.0128914507413559,NA,0,0
"29",79.5,NA,0.000147427091940464,0.0122179641681053,1,NA,NA,NA,0.0357167260787767,NA,NA,NA,NA,0.613074199384118,NA,NA,NA,5.65956871319967e-05,0.00961931036703472,NA,0,0
"30",81.3,NA,0.00016331549773771,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"31",83.1,NA,0.000168326044685605,0.0124549279623877,1,NA,NA,NA,0.036535332812137,NA,NA,0.000200011948564779,0.000138864731127618,0.624164464186839,2.43892476256793e-05,NA,NA,NA,0.0100453793986176,NA,0,0
"32",84.8,NA,0.000226558326707902,0.0149338602742918,1,NA,NA,NA,0.0366592263388712,NA,NA,NA,NA,0.531737261613125,NA,NA,NA,NA,0.00987314669298643,NA,0,NA
