"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",30.1,NA,NA,0.000202506745201646,1,NA,NA,NA,4.08388461426303e-05,NA,NA,NA,2.80406896429362e-07,0.00457660288845188,NA,NA,NA,NA,1.05319581312354e-05,NA,0,0
"2",31.8,NA,3.81983356660348e-06,0.000190513893542125,1,NA,NA,NA,3.40944277429604e-05,NA,NA,NA,NA,0.00461920679888617,NA,NA,NA,NA,1.28476869769291e-05,NA,0,NA
"3",33.6,NA,2.62936674171022e-06,0.000180054674163029,1,NA,NA,NA,2.84487344915451e-05,NA,NA,NA,1.12957028201828e-07,0.00456780685933646,NA,NA,NA,NA,1.1146664135176e-05,NA,0,0
"4",35.4,NA,3.87317188920759e-06,0.000144874564180547,1,NA,NA,NA,2.73531589296229e-05,NA,NA,NA,1.49867376960863e-07,0.00487601748865478,NA,NA,NA,1.89479035495029e-07,1.14396348591442e-05,NA,0,0
"5",37.1,NA,4.34264519516635e-06,0.000150848554733568,1,NA,NA,NA,3.33618812367792e-05,NA,NA,NA,1.44407763353035e-07,NA,NA,NA,NA,NA,NA,NA,0,0
"6",38.9,NA,NA,0.00021337081958014,1,NA,NA,NA,NA,NA,NA,NA,2.06512323754499e-07,0.0048848431171665,NA,NA,NA,NA,NA,NA,0,0
"7",40.7,NA,3.95623647796349e-06,0.000162604817101423,1,NA,NA,NA,3.17704114965514e-05,NA,NA,NA,2.6346791358257e-07,0.00496379422954146,NA,NA,NA,NA,1.19758614077761e-05,NA,0,0
"8",42.4,NA,3.51043099581928e-06,0.000157378888647122,1,NA,NA,NA,2.87335479603686e-05,NA,NA,NA,2.82522925699785e-07,0.00456819073403368,NA,NA,NA,NA,1.07350057265267e-05,NA,0,0
"9",44.2,NA,3.05161721912477e-06,0.000175142539915243,1,NA,NA,NA,3.3067928498954e-05,NA,NA,NA,1.88046676272977e-07,0.00473374515501389,NA,NA,NA,NA,1.19450850971277e-05,NA,0,0
"10",46,NA,3.5841990020501e-06,0.000176763651695388,1,NA,NA,NA,3.33934701842173e-05,NA,NA,NA,NA,0.00427340100458734,NA,NA,NA,NA,1.11053621817707e-05,NA,0,0
"11",47.7,NA,2.82964599266447e-06,0.000162253329209606,1,NA,NA,NA,3.0662604332013e-05,NA,NA,NA,1.93285043830926e-07,0.00424240410065778,NA,NA,NA,NA,1.10762129553121e-05,NA,0,0
"12",49.5,NA,3.41578916815241e-06,0.000191857770230445,1,NA,NA,NA,3.20353443401748e-05,NA,NA,NA,1.27034438276326e-07,0.00485992050634688,4.49509249498945e-08,NA,NA,NA,1.00823392851535e-05,NA,0,0
"13",51.3,NA,3.32514497847167e-06,0.000186766474702419,1,NA,NA,NA,3.11961748285495e-05,NA,NA,NA,2.16826915971886e-07,0.00409488764353347,NA,NA,NA,NA,9.8147860406178e-06,NA,0,0
"14",53,NA,3.17158049599022e-06,0.000157757133898266,1,NA,NA,NA,3.70393013740026e-05,NA,NA,NA,NA,0.00447707300261304,NA,NA,NA,NA,1.18527947040289e-05,NA,0,0
"15",54.8,NA,3.37624582791941e-06,0.000208112222980281,1,NA,NA,NA,3.66633880935736e-05,NA,NA,NA,NA,0.00513426288193759,NA,NA,NA,NA,1.19541819063382e-05,NA,0,0
"16",56.6,NA,2.53119875343917e-06,0.000156309759049202,1,NA,NA,NA,3.25369967843162e-05,NA,NA,NA,1.91584631764625e-07,0.00381744578814511,NA,NA,NA,NA,1.08261497379601e-05,NA,0,0
"17",58.3,NA,2.4533272926777e-06,0.000220353133178184,1,NA,NA,NA,3.67933416995343e-05,NA,NA,NA,NA,0.00528682386083701,NA,NA,NA,NA,1.2665391979098e-05,NA,0,0
"18",60.1,NA,2.84769708574708e-06,0.000188309571846214,1,NA,NA,NA,3.28667020665466e-05,NA,NA,NA,2.00384268055986e-07,0.00484200618249662,NA,NA,NA,NA,1.22791739949089e-05,NA,0,0
"19",61.9,NA,2.66856660374593e-06,0.000192680202837361,1,NA,NA,NA,3.87349860416543e-05,NA,NA,NA,9.57013119525101e-08,NA,NA,NA,NA,NA,1.10479767008779e-05,NA,0,0
"20",63.6,NA,2.93236258954321e-06,0.000206586129629557,1,NA,NA,NA,3.77043553400916e-05,NA,NA,NA,1.73599909891087e-07,0.00488266322756983,NA,NA,NA,NA,1.40914915822468e-05,NA,0,0
"21",65.4,NA,2.36909633396933e-06,0.000182491657139772,1,NA,NA,NA,3.33185272044343e-05,NA,NA,NA,NA,0.00340529652515472,NA,NA,NA,NA,1.14750609856104e-05,NA,0,0
"22",67.2,NA,2.92289806652463e-06,0.000205831442788085,1,NA,NA,NA,3.75666162726509e-05,NA,NA,NA,NA,0.00514615645390407,NA,NA,NA,NA,1.0714734758514e-05,NA,0,0
"23",68.9,NA,2.40041299692643e-06,0.000179678870630624,1,NA,NA,NA,2.89490387644041e-05,NA,NA,NA,7.8915691367993e-08,0.00391277655930255,NA,NA,NA,NA,1.03275287901548e-05,NA,0,0
"24",70.7,NA,2.63920307604347e-06,0.000210083479769822,1,NA,NA,NA,3.2986318804262e-05,NA,NA,NA,1.5897099436819e-07,0.00513915135839585,NA,NA,NA,NA,1.23281893979317e-05,NA,0,0
"25",72.5,NA,3.63136350014066e-06,0.000221456409262395,1,NA,NA,NA,3.47842484204365e-05,NA,NA,NA,1.60098837790242e-07,0.00466356369095446,NA,NA,NA,NA,9.91766762353501e-06,NA,0,0
"26",74.2,NA,2.63955799487464e-06,0.000204508280517784,1,NA,NA,NA,3.099541775905e-05,NA,NA,NA,1.27265784105859e-07,0.00372979379125244,NA,NA,NA,NA,1.10535619187089e-05,NA,0,0
"27",76,NA,3.03935086718876e-06,0.000187345974679068,1,NA,NA,NA,3.42048072323927e-05,NA,NA,NA,2.23176776117869e-07,0.00462218613265473,NA,NA,NA,NA,1.17702077443684e-05,NA,0,0
"28",77.8,NA,3.01635880236256e-06,0.000173111774535421,1,NA,NA,NA,3.35799505451497e-05,NA,NA,NA,1.89947678199028e-07,0.00431872846846956,NA,NA,NA,NA,1.1989871930738e-05,NA,0,0
"29",79.5,NA,1.77122131156682e-06,0.000207540702763657,1,NA,NA,NA,3.4666157605486e-05,NA,NA,NA,7.81658222063176e-08,0.00426337956217058,NA,NA,NA,NA,1.19289629069792e-05,NA,0,0
"30",81.3,NA,2.475995108599e-06,NA,1,NA,NA,NA,3.84223184732507e-05,NA,NA,NA,NA,0.0049538655571133,NA,NA,NA,NA,1.09549523490474e-05,NA,0,0
"31",83.1,NA,2.88056902303886e-06,0.000161240474908139,1,NA,NA,NA,3.24145784203286e-05,NA,NA,NA,2.04599175732156e-07,0.00374544844325359,NA,NA,NA,NA,9.24527265277609e-06,NA,0,0
"32",84.8,NA,2.90073029624179e-06,0.000193295459696111,1,NA,NA,NA,3.5291038140148e-05,NA,NA,NA,1.69943330590908e-07,0.0040521027378898,NA,NA,NA,NA,1.42362303733543e-05,NA,0,0
