"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",30.1,NA,NA,0.00972841511912964,1,NA,NA,NA,0.0282233531945204,NA,NA,NA,0.00018202977764843,0.403771350999355,NA,NA,NA,NA,0.00865609795927013,NA,0,0
"2",31.8,NA,0.000238445564314265,0.0091522790536875,1,NA,NA,NA,0.0235623473002621,NA,NA,NA,NA,0.407530086221351,NA,NA,NA,NA,0.0105593694578515,NA,0,NA
"3",33.6,NA,0.000164133024537437,0.00864981861544101,1,NA,NA,NA,0.01966066031072,NA,NA,NA,7.33275215026174e-05,0.402995320252111,NA,NA,NA,NA,0.00916131791171948,NA,0,0
"4",35.4,NA,0.000241775103732974,0.0069597676815552,1,NA,NA,NA,0.0189035180563227,NA,NA,NA,9.7288353647221e-05,0.430187240815338,NA,NA,NA,4.2220895223289e-05,0.00940210725537876,NA,0,0
"5",37.1,NA,0.000271081047412965,0.00724675792456995,1,NA,NA,NA,0.0230560911072454,NA,NA,NA,9.37441745855278e-05,NA,NA,NA,NA,NA,NA,NA,0,0
"6",38.9,NA,NA,0.0102503247737135,1,NA,NA,NA,NA,NA,NA,NA,0.000134060156341989,0.43096588297295,NA,NA,NA,NA,NA,NA,0,0
"7",40.7,NA,0.000246960246591971,0.00781152825086208,1,NA,NA,NA,0.0219562409200004,NA,NA,NA,0.00017103361699598,0.437931354542917,NA,NA,NA,NA,0.00984282582598848,NA,0,0
"8",42.4,NA,0.000219131720057819,0.00756047487811795,1,NA,NA,NA,0.0198574922950784,NA,NA,NA,0.000183403425524062,0.403029187644343,NA,NA,NA,NA,0.00882298049462918,NA,0,0
"9",44.2,NA,0.00019049117643425,0.00841383990255531,1,NA,NA,NA,0.0228529430576369,NA,NA,NA,0.000122072941519537,0.417635246734977,NA,NA,NA,NA,0.00981753112233711,NA,0,0
"10",46,NA,0.000223736542118087,0.00849171804106401,1,NA,NA,NA,0.0230779219400136,NA,NA,NA,NA,0.377021327617941,NA,NA,NA,NA,0.00912737230064405,NA,0,0
"11",47.7,NA,0.000176635061126609,0.00779464278802215,1,NA,NA,NA,0.0211906455168641,NA,NA,NA,0.00012547349583527,0.374286621968033,NA,NA,NA,NA,0.00910341487919232,NA,0,0
