"","Time","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",38.8677,NA,6.73410623906252e-06,0.00010258842489315,1,NA,NA,NA,3.34364459968806e-05,NA,NA,NA,2.44343943096028e-07,0.00636957421927467,NA,NA,NA,NA,1.16857119438586e-05,NA,0,0
"2",40.6677,NA,7.76003248525639e-06,8.90818815636401e-05,1,NA,NA,NA,3.57678387782264e-05,NA,NA,NA,2.10664714745278e-07,0.00641963886343174,NA,NA,NA,NA,1.16397642614361e-05,NA,0,0
"3",42.4677,NA,5.90815939199387e-06,9.0639024379952e-05,1,NA,NA,NA,3.94196538047042e-05,NA,NA,NA,2.35218851375442e-07,0.00507144216442821,4.60215718870444e-08,NA,NA,NA,1.0132834775608e-05,NA,8.51868205431243e-09,0
"4",44.1677,NA,6.46853477924897e-06,9.32481369366281e-05,1,NA,NA,NA,4.57266240874588e-05,NA,NA,NA,1.55391732441859e-07,0.00563958869374242,3.20284047674558e-08,NA,NA,NA,1.13131182861569e-05,NA,0,0
"5",45.9677,NA,2.95511029810908e-06,7.17909187317635e-05,1,NA,NA,NA,3.91945766243818e-05,NA,NA,NA,1.31806286803821e-07,0.00454383131700776,NA,NA,NA,NA,1.00645908818794e-05,NA,0,0
"6",47.7677,NA,5.27095997739248e-06,6.87360967565818e-05,1,NA,NA,NA,4.98582213761439e-05,NA,NA,NA,2.24665864473805e-07,0.00546578905283066,4.54183051227589e-08,NA,NA,NA,1.33843833028336e-05,NA,0,0
"7",49.4677,NA,4.28159106189229e-06,9.23170878115807e-05,1,NA,NA,NA,5.45281433662447e-05,NA,NA,NA,1.30245990886662e-07,0.00546917935806432,NA,NA,NA,NA,1.5564037088335e-05,NA,0,0
"8",51.2677,NA,6.21424076638302e-06,0.000113777235394091,1,NA,NA,NA,5.25175686772207e-05,NA,NA,NA,1.38287778799074e-07,0.00554280428476778,3.67899952628143e-08,NA,NA,NA,1.47035541524755e-05,NA,0,0
"9",53.0677,NA,5.64739369804294e-06,0.000115423816474526,1,NA,NA,NA,5.48675461716905e-05,NA,NA,NA,2.55097271522268e-07,0.0053889771107459,NA,NA,NA,NA,1.50912004841739e-05,NA,0,0
"10",54.7677,NA,6.09741132157851e-06,0.000109936484530154,1,NA,NA,NA,5.8676753048739e-05,NA,NA,NA,2.09064310319072e-07,0.00555490607968159,NA,NA,NA,NA,1.59084960472339e-05,NA,0,0
"11",56.5677,NA,8.27888849040062e-06,0.00011170608124274,1,7.71419528232995e-05,NA,NA,5.65925952892002e-05,NA,NA,NA,2.96892217387216e-07,0.00559604533235997,NA,NA,NA,NA,1.78761722931031e-05,NA,0,0
"12",58.3677,NA,7.54726281840844e-06,0.000106703091401825,1,NA,NA,NA,5.59994857885108e-05,NA,NA,NA,2.83595280184601e-07,0.00541969423813203,NA,NA,NA,NA,1.70755506314901e-05,NA,0,0
"13",60.0677,NA,7.82972099670951e-06,0.00013544280075651,1,NA,NA,NA,5.54349122001089e-05,NA,NA,NA,1.71962145829398e-07,0.00581883399713973,NA,NA,NA,NA,2.17705604421395e-05,NA,0,0
"14",61.8677,NA,1.03424468517924e-05,0.000100460257722916,1,NA,NA,NA,5.08952300959107e-05,NA,NA,NA,3.01473864415194e-07,0.00522268686535718,NA,NA,NA,NA,2.37805514015297e-05,NA,0,0
"15",63.6677,NA,8.144769716498e-06,0.000137719272916385,1,NA,NA,2.7061430692814e-06,5.24865638131867e-05,NA,NA,NA,2.0615704454016e-07,0.00570353527559057,NA,NA,NA,NA,2.37823909823472e-05,NA,0,0
"16",65.3677,NA,7.11806147814558e-06,0.000135531353187416,1,NA,NA,NA,4.59202398330628e-05,NA,NA,NA,1.57521658534035e-07,0.00540504791351924,NA,NA,NA,NA,2.50243353547065e-05,NA,0,0
"17",67.1677,NA,7.53773340746527e-06,0.00012813833639452,1,NA,NA,NA,4.97851440132324e-05,NA,NA,NA,2.93976740925774e-07,0.00548907760102501,3.00804266170232e-08,NA,NA,NA,2.88533579049575e-05,NA,0,0
"18",68.9677,NA,7.16234688579893e-06,0.000129629037913756,1,NA,NA,NA,4.64231226579552e-05,NA,NA,NA,2.07571720942021e-07,0.00579562728642054,NA,NA,NA,NA,3.25410676171802e-05,NA,0,0
"19",70.6677,NA,6.29127427225649e-06,9.9707604399195e-05,1,NA,NA,NA,4.15146850717066e-05,NA,NA,NA,3.40256572481165e-07,0.00564218697876674,2.78074868597064e-08,NA,NA,NA,3.05001244581179e-05,NA,0,0
"20",72.4677,NA,5.06627504585891e-06,0.000105925112586644,1,NA,NA,NA,3.93136997674635e-05,NA,NA,NA,2.66945672075329e-07,0.00567987016490727,NA,NA,NA,NA,3.07790369347292e-05,NA,0,0
"21",74.2677,NA,4.67064841341026e-06,8.87158987034883e-05,1,NA,NA,NA,3.66050613900933e-05,NA,NA,NA,2.67793333170332e-07,0.00565260955032161,NA,NA,NA,NA,3.3430703415178e-05,NA,0,0
